Temps (s),Température 0 (°C),Température 1 (°C),Température 2 (°C)
368.26469683647156,10.11,13.64,15.86
368.79428911209106,10.11,13.64,15.86
369.3218216896057,10.2,13.64,15.86
369.8508059978485,10.11,13.64,15.86
370.3783950805664,10.02,13.55,15.78
370.9069812297821,10.02,13.55,15.78
371.43485260009766,10.02,13.64,15.78
371.9641432762146,10.02,13.64,15.86
372.49303674697876,10.02,13.64,15.86
373.0205407142639,10.02,13.64,15.78
373.5493607521057,10.11,13.64,15.78
374.0772817134857,10.02,13.64,15.86
374.60619258880615,10.02,13.55,15.78
375.13468408584595,10.02,13.64,15.78
375.6641879081726,10.02,13.64,15.86
376.19143438339233,10.11,13.55,15.78
376.7197730541229,10.02,13.55,15.78
377.2484495639801,10.02,13.55,15.78
377.77641582489014,10.02,13.55,15.78
378.30419993400574,9.93,13.64,15.69
378.8325242996216,10.02,13.55,15.78
379.35900926589966,9.93,13.55,15.78
379.887503862381,9.93,13.55,15.86
380.4153244495392,10.02,13.64,15.78
380.94322204589844,10.02,13.55,15.86
381.472553730011,10.02,13.55,15.78
382.0000367164612,9.93,13.55,15.78
382.52650022506714,9.93,13.55,15.69
383.05475187301636,9.93,13.55,15.78
383.5820927619934,9.83,13.46,15.78
384.109402179718,9.83,13.55,15.86
384.6373007297516,9.83,13.46,15.86
385.16391587257385,9.83,13.55,15.78
385.6911017894745,9.83,13.55,15.86
386.2187352180481,9.83,13.46,15.78
386.74602603912354,9.83,13.46,15.78
387.2739107608795,9.83,13.46,15.78
387.8011693954468,9.83,13.55,15.78
388.328577041626,9.83,13.46,15.78
388.8556203842163,9.83,13.46,15.78
389.38409328460693,9.83,13.55,15.78
389.91019678115845,9.83,13.55,15.78
390.43805956840515,9.74,13.55,15.78
390.9656503200531,9.74,13.55,15.78
391.4931502342224,9.74,13.55,15.78
392.0192210674286,9.83,13.46,15.78
392.54729413986206,9.83,13.46,15.78
393.0741672515869,9.74,13.46,15.78
393.6025905609131,9.74,13.46,15.78
394.1306095123291,9.74,13.46,15.78
394.6564562320709,9.74,13.46,15.78
395.18388986587524,9.65,13.46,15.69
395.7111895084381,9.74,13.46,15.78
396.23898005485535,9.74,13.46,15.78
396.7670497894287,9.74,13.46,15.69
397.2946619987488,9.74,13.37,15.69
397.8209705352783,9.83,13.37,15.69
398.3490483760834,9.74,13.37,15.69
398.8754632472992,9.83,13.37,15.69
399.4032506942749,9.83,13.46,15.6
399.9308350086212,9.74,13.37,15.6
400.4583969116211,9.74,13.37,15.6
400.98599791526794,9.74,13.37,15.6
401.5136547088623,9.74,13.37,15.6
402.04055666923523,9.74,13.28,15.6
402.56761407852173,9.74,13.37,15.6
403.09513664245605,9.65,13.28,15.6
403.6225082874298,9.65,13.37,15.6
404.14988899230957,9.65,13.28,15.51
404.67761969566345,9.65,13.28,15.51
405.2054102420807,9.65,13.28,15.6
405.7317352294922,9.65,13.28,15.51
406.2604777812958,9.65,13.28,15.51
406.7871572971344,9.65,13.28,15.51
407.31341004371643,9.65,13.28,15.51
407.84127473831177,9.65,13.28,15.51
408.3690547943115,9.65,13.28,15.51
408.8959412574768,9.56,13.37,15.51
409.4240963459015,9.56,13.28,15.6
409.9517025947571,9.65,13.37,15.51
410.47831082344055,9.65,13.28,15.51
411.0052258968353,9.65,13.28,15.6
411.5345001220703,9.56,13.28,15.6
412.0603482723236,9.65,13.2,15.51
412.5876443386078,9.65,13.28,15.51
413.11521434783936,9.56,13.28,15.6
413.64224100112915,9.65,13.28,15.51
414.1694085597992,9.47,13.28,15.6
414.6975953578949,9.47,13.2,15.51
415.2245271205902,9.56,13.28,15.51
415.75212597846985,9.47,13.2,15.51
416.279447555542,9.56,13.2,15.51
416.8070366382599,9.56,13.2,15.51
417.3336281776428,9.56,13.28,15.51
417.86121678352356,9.47,13.2,15.51
418.38880801200867,9.56,13.28,15.51
418.91620230674744,9.56,13.2,15.51
419.4437909126282,9.47,13.2,15.51
419.97138023376465,9.47,13.2,15.51
420.4979724884033,9.47,13.2,15.51
421.02556133270264,9.47,13.2,15.51
421.5531508922577,9.47,13.2,15.51
422.0817391872406,9.56,13.2,15.51
422.60832810401917,9.47,13.28,15.51
423.13591837882996,9.47,13.2,15.51
423.6625099182129,9.47,13.2,15.51
424.1900990009308,9.37,13.2,15.51
424.7176880836487,9.56,13.2,15.51
425.2452766895294,9.56,13.2,15.51
425.77188420295715,9.56,13.2,15.42
426.2994568347931,9.47,13.11,15.42
426.8270483016968,9.56,13.2,15.51
427.35464549064636,9.47,13.11,15.42
427.8822252750397,9.47,13.11,15.42
428.40881609916687,9.47,13.2,15.33
428.93640422821045,9.47,13.2,15.42
429.46390533447266,9.56,13.2,15.42
429.99149990081787,9.56,13.2,15.42
430.5186097621918,9.56,13.2,15.42
431.04584670066833,9.47,13.11,15.42
431.5734362602234,9.47,13.2,15.33
432.1010229587555,9.47,13.2,15.33
432.62861251831055,9.56,13.2,15.24
433.1551229953766,9.47,13.2,15.33
433.68295907974243,9.56,13.2,15.33
434.21055006980896,9.56,13.11,15.33
434.7381374835968,9.47,13.11,15.24
435.265344619751,9.56,13.11,15.24
435.7922921180725,9.56,13.11,15.24
436.3201458454132,9.47,13.11,15.24
436.846617937088,9.47,13.2,15.24
437.375207901001,9.47,13.2,15.24
437.90179920196533,9.47,13.11,15.24
438.42938590049744,9.47,13.2,15.24
438.9571158885956,9.47,13.11,15.24
439.484356880188,9.37,13.11,15.16
440.01113295555115,9.37,13.11,15.24
440.5387239456177,9.37,13.11,15.24
441.0663115978241,9.47,13.2,15.24
441.59390234947205,9.47,13.11,15.33
442.12159633636475,9.47,13.11,15.24
442.64825654029846,9.37,13.11,15.24
443.1757037639618,9.37,13.11,15.24
443.7036497592926,9.37,13.11,15.33
444.23123812675476,9.47,13.2,15.33
444.75831723213196,9.47,13.2,15.16
445.2854778766632,9.37,13.11,15.33
445.81306862831116,9.47,13.2,15.24
446.340656042099,9.37,13.11,15.24
446.86724972724915,9.37,13.11,15.24
447.39506244659424,9.47,13.11,15.24
447.922651052475,9.47,13.2,15.33
448.4502410888672,9.47,13.2,15.24
448.9769837856293,9.37,13.2,15.24
449.5049331188202,9.37,13.11,15.24
450.0315492153168,9.37,13.11,15.24
450.5591142177582,9.37,13.11,15.24
451.08670234680176,9.37,13.11,15.24
451.6142919063568,9.37,13.11,15.24
452.1416504383087,9.28,13.11,15.24
452.66924023628235,9.28,13.11,15.24
453.1958317756653,9.37,13.11,15.24
453.7234206199646,9.37,13.11,15.24
454.2509915828705,9.28,13.11,15.33
454.77851843833923,9.28,13.11,15.24
455.30543541908264,9.37,13.11,15.24
455.8330216407776,9.37,13.11,15.24
456.36023473739624,9.28,13.11,15.33
456.8880045413971,9.28,13.11,15.24
457.415589094162,9.37,13.11,15.33
457.94218039512634,9.28,13.02,15.24
458.46942257881165,9.37,13.02,15.24
458.9975562095642,9.28,13.02,15.33
459.52414774894714,9.37,13.02,15.24
460.05183148384094,9.37,13.11,15.24
460.5796859264374,9.37,13.11,15.33
461.107275724411,9.37,13.11,15.33
461.6338698863983,9.37,13.02,15.24
462.16145634651184,9.28,13.02,15.24
462.68920612335205,9.37,13.02,15.33
463.2167937755585,9.37,13.11,15.33
463.74338483810425,9.28,13.11,15.33
464.27220916748047,9.28,13.02,15.24
464.79880142211914,9.28,13.02,15.24
465.3263919353485,9.28,13.02,15.24
465.8539788722992,9.28,13.02,15.33
466.380571603775,9.37,13.02,15.24
466.9081611633301,9.19,13.02,15.24
467.4357497692108,9.28,13.11,15.24
467.9633390903473,9.19,13.02,15.24
468.49092721939087,9.28,13.11,15.24
469.0185167789459,9.19,13.02,15.24
469.54510831832886,9.28,13.02,15.24
470.072696685791,9.19,12.93,15.24
470.6002857685089,9.28,12.93,15.24
471.1268775463104,9.19,12.93,15.24
471.6544668674469,9.28,13.02,15.24
472.1820559501648,9.28,12.93,15.33
472.70964431762695,9.19,12.93,15.24
473.236248254776,9.19,12.93,15.24
473.7648229598999,9.28,12.93,15.16
474.2914140224457,9.19,12.93,15.24
474.81900238990784,9.19,12.93,15.33
475.3465917110443,9.19,12.84,15.24
475.8731837272644,9.28,12.93,15.33
476.4007737636566,9.19,12.93,15.24
476.92836260795593,9.28,13.02,15.33
477.4559667110443,9.28,12.93,15.24
477.98354029655457,9.37,12.93,15.24
478.5111310482025,9.28,12.84,15.16
479.03772139549255,9.37,12.93,15.16
479.56531047821045,9.19,12.84,15.16
480.0928988456726,9.37,12.93,15.16
480.6204879283905,9.19,12.84,15.16
481.1470789909363,9.28,12.93,15.07
481.6746690273285,9.28,12.84,15.07
482.20225763320923,9.28,12.93,15.16
482.72984647750854,9.28,12.93,15.16
483.2564387321472,9.28,12.93,15.16
483.7840268611908,9.28,13.02,15.16
484.3116159439087,9.19,12.93,15.16
484.83920454978943,9.28,13.02,15.16
485.36679434776306,9.28,12.93,15.16
485.89338541030884,9.19,12.93,15.16
486.42097520828247,9.19,12.93,15.24
486.9485650062561,9.28,13.02,15.24
487.4761528968811,9.28,12.93,15.24
488.0027449131012,9.19,12.93,15.16
488.5303339958191,9.28,12.93,15.24
489.05792331695557,9.19,12.93,15.16
489.5855116844177,9.19,12.93,15.16
490.1131007671356,9.28,13.02,15.24
490.64069056510925,9.19,12.93,15.16
491.167293548584,9.19,12.93,15.16
491.6948719024658,9.19,12.93,15.16
492.2224590778351,9.28,13.02,15.16
492.75004863739014,9.19,12.93,15.16
493.2766408920288,9.19,12.93,15.16
493.8042297363281,9.09,12.84,15.16
494.331818819046,9.19,12.93,15.16
494.85940742492676,9.28,12.93,15.16
495.38699674606323,9.19,12.93,15.16
495.9135892391205,9.09,12.93,15.16
496.4411780834198,9.09,12.84,15.16
496.968768119812,9.09,12.84,15.16
497.49635553359985,9.19,12.84,15.16
498.02394342422485,9.19,12.84,15.16
498.5505359172821,9.19,12.93,15.16
499.0781252384186,9.19,12.84,15.16
499.60571336746216,9.19,12.93,15.24
500.13330245018005,9.19,12.93,15.24
500.6608908176422,9.09,12.84,15.16
501.1874837875366,9.19,12.93,15.16
501.71507263183594,9.19,12.93,15.16
502.2426612377167,9.09,12.84,15.16
502.77025032043457,9.09,12.84,15.16
503.29783868789673,9.19,12.93,15.24
503.8244307041168,9.19,13.02,15.24
504.35201930999756,9.09,12.84,15.16
504.87960863113403,9.09,12.93,15.16
505.40719771385193,9.09,12.93,15.16
505.93478631973267,9.09,12.84,15.16
506.46137976646423,9.09,12.84,15.16
506.98896765708923,9.09,12.93,15.16
507.51655530929565,9.09,12.84,15.16
508.0441462993622,9.09,12.84,15.16
508.5707371234894,9.19,12.93,15.24
509.09833431243896,9.0,12.84,15.16
509.62591552734375,9.09,12.93,15.16
510.1535041332245,9.09,12.84,15.16
510.6810932159424,9.09,12.93,15.16
511.20868253707886,9.19,12.84,15.16
511.73527359962463,9.19,12.84,15.16
512.2628631591797,9.09,12.84,15.07
512.7904517650604,9.0,12.84,15.07
513.3180410861969,9.09,12.93,15.16
513.8446323871613,9.09,12.93,15.16
514.3722214698792,9.09,12.84,15.07
514.8998107910156,9.09,12.93,15.16
515.4274001121521,9.0,12.84,15.07
515.9549882411957,9.09,12.84,15.07
516.4815800189972,9.0,12.84,14.98
517.0091688632965,9.09,12.93,15.07
517.536758184433,9.09,12.84,15.07
518.0643472671509,9.28,12.84,15.07
518.5919365882874,9.09,12.84,15.07
519.1185281276703,9.09,12.84,15.16
519.6461184024811,9.0,12.75,15.16
520.1737062931061,9.09,12.84,15.07
520.7012956142426,9.09,12.93,15.16
521.2278873920441,9.0,12.75,15.07
521.7554752826691,9.0,12.84,15.07
522.2830650806427,9.0,12.93,15.07
522.8106529712677,9.0,12.75,15.07
523.3382427692413,9.09,12.84,15.07
523.86483502388,9.09,12.84,15.16
524.3934209346771,9.0,12.75,15.07
524.9200119972229,9.0,12.84,15.16
525.4476013183594,9.0,12.75,15.07
525.9751913547516,9.0,12.75,15.07
526.501784324646,9.0,12.75,15.07
527.0293712615967,9.0,12.75,15.07
527.5569598674774,9.0,12.84,15.07
528.0844259262085,9.09,12.75,15.07
528.6116924285889,9.0,12.84,15.07
529.1392798423767,9.09,12.75,14.98
529.6668689250946,9.19,12.84,15.07
530.1934609413147,9.09,12.84,15.07
530.721049785614,9.09,12.75,15.07
531.2486386299133,9.0,12.75,15.07
531.7762286663055,9.09,12.84,15.07
532.3038172721863,9.0,12.84,15.07
532.8304085731506,9.0,12.75,14.98
533.3580152988434,9.0,12.75,14.98
533.8855867385864,9.09,12.75,15.07
534.4131758213043,9.09,12.75,15.07
534.9407649040222,9.09,12.75,14.98
535.4673562049866,9.09,12.75,14.98
535.994945526123,9.0,12.75,15.07
536.5225350856781,9.19,12.84,15.07
537.0501236915588,9.09,12.75,15.07
537.5767207145691,9.09,12.84,15.07
538.1043059825897,9.09,12.84,15.07
538.631893157959,9.0,12.75,14.98
539.1594824790955,9.0,12.75,14.98
539.6860749721527,9.09,12.84,14.98
540.2136628627777,9.09,12.84,14.98
540.7412531375885,9.09,12.84,14.98
541.268842458725,9.09,12.84,15.07
541.7964301109314,9.09,12.84,14.98
542.3240187168121,9.0,12.84,14.98
542.8506109714508,9.09,12.84,14.98
543.3781986236572,9.0,12.75,14.98
543.9057881832123,9.09,12.84,15.07
544.4333775043488,9.0,12.84,15.07
544.9599695205688,9.0,12.84,15.07
545.4875583648682,9.0,12.84,15.07
546.0151474475861,9.09,12.84,15.07
546.5427360534668,9.0,12.75,14.98
547.0703256130219,9.0,12.84,15.07
547.5969157218933,9.09,12.75,15.07
548.1245052814484,9.09,12.84,15.07
548.6520953178406,9.09,12.84,15.07
549.1796844005585,8.91,12.75,14.98
549.7072730064392,9.0,12.75,14.98
550.2338645458221,9.0,12.75,15.07
550.7614533901215,9.0,12.75,14.98
551.2890429496765,9.0,12.75,14.98
551.8166317939758,8.91,12.75,14.98
552.3442208766937,8.91,12.75,14.98
552.870815038681,9.0,12.75,14.98
553.3984014987946,9.0,12.75,14.89
553.9259903430939,9.0,12.75,14.89
554.4535803794861,8.91,12.75,14.89
554.9801704883575,8.91,12.75,14.98
555.5077590942383,8.91,12.75,14.89
556.0353486537933,9.0,12.75,14.98
556.5629379749298,8.91,12.66,14.98
557.0905277729034,9.0,12.75,14.89
557.6181163787842,9.0,12.66,14.89
558.1447076797485,8.91,12.66,14.89
558.6722965240479,8.91,12.66,14.89
559.1998856067657,8.91,12.66,15.07
559.7274746894836,9.0,12.66,14.89
560.254065990448,9.09,12.75,14.89
560.7816550731659,8.91,12.66,14.98
561.3092441558838,8.91,12.66,14.89
561.8368332386017,9.0,12.66,14.98
562.3644223213196,9.0,12.66,14.89
562.8910138607025,8.91,12.66,14.98
563.4186041355133,9.0,12.66,14.89
563.946192741394,9.0,12.66,14.89
564.4740824699402,9.0,12.75,14.98
565.0014414787292,9.0,12.75,14.89
565.5280330181122,9.0,12.57,14.89
566.0556221008301,8.91,12.66,14.89
566.583211183548,9.09,12.75,14.89
567.1108002662659,9.0,12.75,14.89
567.637393951416,9.0,12.75,14.89
568.1649804115295,9.0,12.75,14.89
568.6925709247589,8.91,12.75,14.89
569.2201588153839,8.91,12.75,14.89
569.7477481365204,8.91,12.66,14.89
570.2753381729126,9.0,12.75,14.89
570.8019285202026,9.0,12.75,14.89
571.3295187950134,9.09,12.75,14.89
571.8571059703827,9.0,12.75,14.89
572.3846945762634,8.91,12.75,14.8
572.9112868309021,8.91,12.75,14.89
573.4388756752014,9.0,12.75,14.89
573.9664652347565,9.0,12.66,14.8
574.4940533638,8.91,12.75,14.89
575.0206470489502,8.91,12.75,14.8
575.5482358932495,8.91,12.66,14.8
576.0768218040466,8.91,12.75,14.8
576.6034133434296,8.91,12.75,14.89
577.131002664566,8.91,12.75,14.8
577.6585912704468,8.91,12.75,14.8
578.1851832866669,8.81,12.66,14.8
578.7127721309662,8.81,12.66,14.8
579.2423555850983,8.91,12.66,14.89
579.7679507732391,8.91,12.75,14.8
580.2955386638641,8.91,12.75,14.89
580.8221304416656,8.91,12.66,14.8
581.3497200012207,8.91,12.75,14.8
581.87730884552,8.91,12.66,14.8
582.4048969745636,8.91,12.66,14.8
582.9314892292023,9.0,12.75,14.89
583.4590787887573,9.0,12.75,14.8
583.9866678714752,8.81,12.66,14.8
584.514256477356,8.91,12.66,14.8
585.0418450832367,8.91,12.75,14.89
585.5694341659546,8.91,12.75,14.89
586.0960257053375,8.91,12.75,14.8
586.6236145496368,8.91,12.75,14.8
587.152200460434,8.91,12.75,14.8
587.6787922382355,8.91,12.66,14.89
588.205384016037,9.0,12.75,14.89
588.7329726219177,9.0,12.66,14.8
589.2605617046356,9.0,12.75,14.89
589.7881517410278,9.0,12.75,14.8
590.3157405853271,8.91,12.66,14.89
590.8423328399658,8.91,12.57,14.8
591.369921207428,8.91,12.57,14.8
591.8975114822388,9.0,12.66,14.8
592.4250996112823,8.91,12.66,14.8
592.9526879787445,9.0,12.66,14.89
593.4792792797089,9.0,12.66,14.89
594.0068686008453,8.91,12.66,14.89
594.5344574451447,8.81,12.57,14.8
595.0620470046997,8.91,12.57,14.8
595.5896360874176,9.0,12.66,14.8
596.1162276268005,8.91,12.57,14.8
596.6438179016113,8.91,12.57,14.71
597.1714053153992,9.0,12.57,14.8
597.6989946365356,9.0,12.48,14.71
598.2265882492065,9.0,12.57,14.8
598.7531752586365,9.0,12.57,14.71
599.2807636260986,8.91,12.48,14.71
599.8083548545837,9.0,12.48,14.71
600.3359425067902,9.0,12.57,14.71
600.8635311126709,8.91,12.48,14.62
601.3911199569702,8.91,12.57,14.71
601.9177117347717,8.91,12.57,14.71
602.4453010559082,8.91,12.57,14.71
602.9728610515594,8.91,12.57,14.62
603.5014445781708,8.91,12.57,14.71
604.0280382633209,8.91,12.57,14.71
604.5546276569366,8.91,12.57,14.71
605.0822162628174,8.81,12.57,14.71
605.6098058223724,8.91,12.66,14.71
606.1373949050903,8.81,12.57,14.71
606.6639866828918,9.0,12.57,14.71
607.1915767192841,9.0,12.57,14.71
607.7191646099091,8.91,12.57,14.71
608.2467534542084,8.91,12.57,14.71
608.7743420600891,8.91,12.57,14.8
609.3009340763092,8.91,12.57,14.89
609.8285233974457,8.81,12.57,14.8
610.3561131954193,8.91,12.57,14.8
610.8837010860443,9.0,12.57,14.8
611.4112901687622,8.91,12.57,14.71
611.9388802051544,8.91,12.66,14.8
612.4654712677002,9.0,12.57,14.71
612.9930598735809,8.91,12.57,14.71
613.5206506252289,8.91,12.57,14.71
614.048238992691,8.91,12.57,14.62
614.5758259296417,8.91,12.57,14.71
615.1024186611176,8.81,12.57,14.71
615.6300067901611,8.81,12.48,14.71
616.1575965881348,8.81,12.57,14.71
616.6851856708527,8.81,12.57,14.8
617.2117779254913,8.81,12.57,14.71
617.7393665313721,8.91,12.48,14.71
618.2669553756714,8.91,12.48,14.71
618.7945446968079,8.81,12.48,14.71
619.3221335411072,8.91,12.48,14.71
619.8497228622437,8.81,12.48,14.8
620.3763144016266,8.91,12.57,14.71
620.9039046764374,9.0,12.57,14.71
621.4314937591553,8.81,12.48,14.8
621.9590814113617,8.81,12.48,14.71
622.4866707324982,8.91,12.57,14.8
623.0132629871368,8.91,12.57,14.8
623.5408511161804,8.81,12.48,14.8
624.068440914154,8.91,12.57,14.8
624.5960290431976,8.91,12.48,14.71
625.1236183643341,8.91,12.57,14.8
625.6502103805542,8.81,12.48,14.71
626.1777987480164,8.81,12.57,14.71
626.7063865661621,8.81,12.57,14.71
627.232976436615,8.91,12.57,14.71
627.7605652809143,8.91,12.57,14.71
628.2871565818787,8.81,12.57,14.71
628.8147468566895,8.81,12.57,14.8
629.3423366546631,8.91,12.57,14.71
629.8699240684509,8.91,12.57,14.71
630.3975138664246,8.91,12.57,14.71
630.9241049289703,8.81,12.48,14.71
631.451694726944,8.91,12.48,14.71
631.9792828559875,8.91,12.57,14.8
632.5068719387054,8.91,12.57,14.71
633.0344617366791,8.91,12.48,14.71
633.5610527992249,8.81,12.48,14.71
634.0886418819427,8.91,12.57,14.71
634.6172277927399,8.81,12.57,14.71
635.1438195705414,8.81,12.57,14.71
635.6714086532593,8.91,12.66,14.71
636.1980006694794,8.81,12.48,14.8
636.725590467453,8.81,12.57,14.8
637.2531778812408,8.81,12.48,14.8
637.7807669639587,8.72,12.48,14.8
638.3083565235138,8.81,12.57,14.71
638.8349485397339,8.81,12.48,14.8
639.3635334968567,8.81,12.48,14.8
639.8901255130768,8.72,12.57,14.8
640.4177138805389,8.72,12.57,14.8
640.9453036785126,8.81,12.57,14.8
641.4728937149048,8.81,12.57,14.89
641.9994847774506,8.91,12.57,14.8
642.5270738601685,8.81,12.57,14.8
643.0546622276306,8.72,12.57,14.8
643.5822517871857,8.72,12.57,14.8
644.1088426113129,8.81,12.57,14.8
644.6374313831329,8.91,12.57,14.8
645.1640214920044,8.81,12.57,14.8
645.6916105747223,8.81,12.57,14.8
646.2191994190216,8.81,12.57,14.8
646.7467880249023,8.81,12.57,14.8
647.273380279541,8.81,12.57,14.8
647.8009693622589,8.72,12.57,14.8
648.3285586833954,8.72,12.57,14.8
648.8561491966248,8.81,12.57,14.8
649.383736371994,8.81,12.57,14.8
649.9103281497955,8.81,12.57,14.71
650.4379169940948,8.72,12.57,14.71
650.965505361557,8.72,12.57,14.8
651.4940931797028,8.72,12.57,14.8
652.0196869373322,8.72,12.66,14.8
652.5472757816315,8.72,12.57,14.8
653.0748641490936,8.81,12.57,14.8
653.6024537086487,8.81,12.57,14.71
654.130044221878,8.91,12.57,14.8
654.657632112503,8.91,12.57,14.8
655.185221195221,8.72,12.57,14.8
655.7118117809296,8.72,12.57,14.89
656.2394015789032,8.81,12.66,14.8
656.7669906616211,8.81,12.57,14.89
657.2945826053619,8.72,12.57,14.71
657.8211712837219,8.81,12.57,14.8
658.3497574329376,8.72,12.57,14.8
658.8763489723206,8.81,12.57,14.71
659.403938293457,8.72,12.57,14.71
659.93052983284,8.72,12.57,14.71
660.4581184387207,8.72,12.48,14.71
660.9857077598572,8.72,12.48,14.71
661.5132973194122,8.81,12.57,14.62
662.040885925293,8.81,12.57,14.71
662.5674779415131,8.72,12.48,14.62
663.0950672626495,8.81,12.48,14.62
663.6226546764374,8.81,12.57,14.62
664.1502442359924,8.72,12.57,14.62
664.6778335571289,8.81,12.57,14.62
665.2044246196747,8.72,12.48,14.71
665.7320139408112,8.72,12.48,14.62
666.2596027851105,8.81,12.57,14.62
666.7871925830841,8.81,12.57,14.71
667.3147809505463,8.81,12.48,14.62
667.8413727283478,8.81,12.57,14.62
668.3689622879028,8.81,12.57,14.62
668.8965504169464,8.72,12.48,14.62
669.4241399765015,8.81,12.57,14.62
669.9517288208008,8.81,12.48,14.62
670.4783201217651,8.81,12.57,14.71
671.0059101581573,8.81,12.48,14.71
671.5334987640381,8.81,12.48,14.71
672.0610883235931,8.91,12.57,14.62
672.5886766910553,8.81,12.57,14.62
673.1152682304382,8.81,12.48,14.62
673.6428570747375,8.91,12.48,14.62
674.1704459190369,8.72,12.48,14.71
674.6980352401733,8.81,12.57,14.62
675.2256240844727,8.81,12.57,14.71
675.753212928772,8.81,12.57,14.71
676.2798049449921,8.91,12.57,14.71
676.8073942661285,8.81,12.57,14.71
677.3349823951721,8.81,12.48,14.62
677.86257147789,8.81,12.57,14.62
678.389163017273,8.91,12.57,14.62
678.916752576828,8.81,12.57,14.71
679.4443414211273,8.81,12.57,14.71
679.9719307422638,8.91,12.57,14.62
680.4995198249817,8.81,12.57,14.71
681.0261106491089,8.91,12.57,14.62
681.5546977519989,8.91,12.48,14.62
682.081289768219,8.91,12.57,14.71
682.609876871109,8.91,12.57,14.62
683.1364696025848,8.81,12.48,14.8
683.664056301117,8.91,12.57,14.71
684.190646648407,8.81,12.48,14.71
684.7182364463806,8.91,12.48,14.71
685.2462213039398,8.81,12.48,14.8
685.773708820343,9.0,12.48,14.71
686.300140619278,8.81,12.48,14.71
686.8277299404144,8.81,12.48,14.71
687.3553197383881,8.91,12.48,14.71
687.8829071521759,8.81,12.57,14.71
688.410496711731,8.91,12.48,14.71
688.9370896816254,8.91,12.48,14.71
689.4646787643433,8.91,12.48,14.71
689.9922668933868,8.81,12.57,14.8
690.5198564529419,8.91,12.57,14.71
691.0474436283112,8.81,12.57,14.8
691.5740365982056,8.81,12.48,14.8
692.1016252040863,8.81,12.48,14.71
692.629213809967,8.91,12.48,14.71
693.1568036079407,8.91,12.57,14.71
693.6853909492493,8.91,12.57,14.71
694.2109832763672,8.81,12.57,14.71
694.7385733127594,8.81,12.57,14.71
695.2661623954773,8.81,12.57,14.62
695.7937655448914,8.81,12.48,14.71
696.3243343830109,8.81,12.57,14.62
696.8489377498627,8.81,12.48,14.71
697.3755216598511,8.81,12.57,14.71
697.9031143188477,8.81,12.48,14.71
698.4306988716125,8.81,12.57,14.8
698.9582891464233,8.81,12.57,14.71
699.4848799705505,8.91,12.48,14.71
700.0124702453613,8.91,12.48,14.71
700.5400574207306,8.81,12.57,14.8
701.0676462650299,8.81,12.57,14.71
701.5952355861664,8.91,12.57,14.71
702.1218280792236,8.91,12.57,14.71
702.6504197120667,8.81,12.57,14.8
703.1770057678223,8.81,12.66,14.8
703.7045946121216,8.91,12.57,14.71
704.232183933258,8.91,12.48,14.71
704.7587764263153,8.91,12.57,14.71
705.2863631248474,8.81,12.57,14.71
705.8139531612396,8.81,12.57,14.71
706.3415431976318,8.91,12.48,14.62
706.8691318035126,8.91,12.48,14.62
707.3957221508026,8.91,12.48,14.62
707.9233117103577,8.81,12.48,14.71
708.4509003162384,8.81,12.48,14.62
708.9784896373749,8.81,12.57,14.62
709.5060777664185,8.91,12.48,14.62
710.0336685180664,8.91,12.57,14.71
710.5602586269379,8.91,12.57,14.71
711.0878481864929,8.91,12.48,14.62
711.6154386997223,8.91,12.48,14.62
712.1430258750916,8.91,12.57,14.71
712.6696186065674,8.91,12.48,14.62
713.1972091197968,9.0,12.57,14.62
713.7247970104218,9.0,12.57,14.62
714.2523851394653,8.91,12.57,14.71
714.7799744606018,8.91,12.57,14.71
715.3065662384033,8.91,12.57,14.62
715.8341541290283,9.0,12.66,14.71
716.3617482185364,8.91,12.66,14.71
716.8893322944641,8.91,12.66,14.71
717.4169211387634,8.91,12.57,14.71
717.9435131549835,8.91,12.57,14.71
718.4711031913757,8.81,12.57,14.71
718.9986910820007,9.09,12.57,14.62
719.5262808799744,8.91,12.57,14.71
720.0538687705994,8.81,12.57,14.71
720.580461025238,8.91,12.57,14.71
721.1080498695374,8.91,12.57,14.71
721.635639667511,8.81,12.57,14.8
722.1632273197174,8.81,12.57,14.71
722.6908173561096,8.91,12.57,14.71
723.2184062004089,8.91,12.57,14.71
723.7449972629547,8.91,12.57,14.71
724.272586107254,8.81,12.66,14.8
724.8001749515533,8.91,12.57,14.8
725.3277649879456,8.91,12.57,14.71
725.8543562889099,8.81,12.57,14.71
726.3819453716278,8.91,12.48,14.8
726.9095332622528,8.81,12.57,14.8
727.437123298645,8.81,12.57,14.8
727.9647119045258,8.81,12.57,14.8
728.4913036823273,8.81,12.57,14.8
729.0188927650452,8.91,12.57,14.8
729.5464816093445,8.81,12.57,14.71
730.0740716457367,8.91,12.57,14.8
730.6016607284546,8.81,12.57,14.8
731.1292488574982,8.81,12.48,14.8
731.6558430194855,8.81,12.57,14.8
732.1834304332733,8.81,12.57,14.8
732.7110188007355,8.81,12.57,14.8
733.2386083602905,8.81,12.57,14.71
733.7661967277527,8.81,12.48,14.8
734.2927885055542,8.81,12.48,14.8
734.8203775882721,8.91,12.57,14.71
735.3476121425629,8.91,12.57,14.8
735.8752014636993,8.81,12.57,14.8
736.4027905464172,8.91,12.57,14.8
736.930379152298,8.81,12.57,14.8
737.4569704532623,8.81,12.57,14.8
