Temps,Consigne,Commande,T1,T2,T3,T3 estimé
800,25,0,19.3,20.16,20.7,20.74
805,25,0,19.33,20.14,20.7,20.75
810,25,0,19.33,20.14,20.68,20.75
815,25,0,19.36,20.17,20.67,20.76
820,25,0,19.4,20.17,20.69,20.75
825,25,0,19.33,20.17,20.69,20.75
830,25,0,19.33,20.17,20.67,20.76
835,25,0,19.33,20.17,20.67,20.77
840,25,0,19.33,20.17,20.7,20.77
845,25,0,19.33,20.17,20.72,20.77
850,25,0,19.33,20.17,20.7,20.77
855,25,0,19.33,20.17,20.7,20.77
860,25,0,19.33,20.17,20.72,20.77
865,25,0,19.33,20.17,20.72,20.77
870,25,0,19.37,20.17,20.7,20.77
875,25,0,19.33,20.19,20.72,20.77
880,25,0,19.33,20.19,20.72,20.77
885,25,0,19.33,20.19,20.76,20.77
890,25,0,19.34,20.19,20.76,20.78
