Temps,Consigne,Commande,T1,T2,T3,T3 estimé
660,25,0,28.18,27.39,26.91,27.09
665,25,0,28.21,27.39,26.93,27.1
670,25,0,28.22,27.42,26.93,27.09
675,25,0,28.25,27.39,26.93,27.09
680,25,0,28.18,27.39,26.91,27.09
685,25,0,28.18,27.39,26.95,27.1
690,25,0,28.15,27.38,26.93,27.1
695,25,0,28.15,27.38,26.93,27.09
700,25,0,28.18,27.39,26.91,27.09
705,25,0,28.21,27.39,26.91,27.09
710,25,0,28.14,27.38,26.91,27.09
715,25,0,28.18,27.39,26.91,27.09
720,25,0,28.18,27.39,26.9,27.09
725,25,0,28.18,27.39,26.9,27.09
730,25,0,28.14,27.36,26.89,27.09
735,25,0,28.14,27.38,26.88,27.09
740,25,0,28.18,27.39,26.91,27.09
745,25,0,28.14,27.38,26.91,27.07
750,25,0,28.18,27.39,26.93,27.08
755,25,0,28.18,27.41,26.92,27.08
760,25,0,28.18,27.39,26.91,27.08
765,25,0,28.14,27.38,26.91,27.09
770,25,0,28.11,27.38,26.89,27.1
775,25,0,28.11,27.38,26.89,27.09
780,25,0,28.14,27.38,26.89,27.09
785,25,0,28.18,27.36,26.88,27.09
790,25,0,28.18,27.39,26.9,27.08
795,25,0,28.18,27.36,26.91,27.08
800,25,0,28.18,27.36,26.89,27.07
805,25,0,28.14,27.36,26.91,27.08
810,25,0,28.18,27.36,26.89,27.07
815,25,0,28.11,27.35,26.91,27.07
820,25,0,28.11,27.38,26.89,27.06
825,25,0,28.14,27.38,26.88,27.06
830,25,0,28.14,27.36,26.86,27.06
835,25,0,28.14,27.36,26.86,27.07
840,25,0,28.1,27.3,26.82,27.08
845,25,0,28.07,27.32,26.82,27.07
850,25,0,28.1,27.33,26.85,27.07
855,25,0,28.17,27.36,26.84,27.04
860,25,0,28.14,27.33,26.82,27.04
865,25,0,28.14,27.3,26.83,27.04
870,25,0,28.14,27.3,26.83,27.05
875,25,0,28.1,27.33,26.85,27.04
880,25,0,28.1,27.33,26.85,27.03
885,25,0,28.03,27.32,26.84,27.02
890,25,0,28.03,27.32,26.84,27.03
895,25,0,28.07,27.35,26.82,27.03
900,25,0,28.07,27.35,26.82,27.03
905,25,0,28.07,27.35,26.84,27.03
910,25,0,28.07,27.35,26.84,27.04
915,25,0,28.1,27.35,26.86,27.05
920,25,0,28.03,27.35,26.86,27.05
925,25,0,28.03,27.35,26.86,27.05
930,25,0,28.03,27.35,26.86,27.06
935,25,0,28.03,27.35,26.86,27.06
940,25,0,28.03,27.35,26.87,27.05
945,25,0,28.04,27.35,26.87,27.05
950,25,0,28.07,27.35,26.87,27.05
955,25,0,28.07,27.35,26.86,27.05
960,25,0,28.07,27.32,26.85,27.05
965,25,0,28.07,27.3,26.83,27.06
970,25,0,28.07,27.3,26.82,27.06
