Temps;Consigne;Commande;T1;T2;T3;T3 estimé
680;25;0;17.07;18.36;19.24;19.19
685;25;0;16.97;18.33;19.2;19.18
690;25;0;16.9;18.3;19.18;19.19
695;25;0;16.9;18.3;19.23;19.19
700;25;0;16.9;18.3;19.21;19.18
705;25;0;16.87;18.3;19.21;19.16
710;25;0;16.87;18.27;19.18;19.15
715;25;0;16.86;18.27;19.13;19.14
720;25;0;16.89;18.25;19.14;19.14
725;25;0;16.96;18.28;19.14;19.13
730;25;0;16.93;18.25;19.11;19.12
735;25;0;16.92;18.25;19.14;19.11
740;25;0;16.93;18.33;19.2;19.11
745;25;0;16.83;18.29;19.16;19.1
750;25;0;16.79;18.29;19.11;19.1
755;25;0;16.79;18.26;19.16;19.13
760;25;0;16.83;18.27;19.14;19.13
765;25;0;16.83;18.29;19.23;19.13
770;25;0;16.9;18.27;19.23;19.12
775;25;0;16.9;18.25;19.21;19.11
780;25;0;16.97;18.28;19.25;19.12
785;25;0;16.94;18.33;19.29;19.12
790;25;0;16.87;18.35;19.29;19.11
795;25;0;16.84;18.34;19.29;19.11
800;25;0;16.81;18.37;19.29;19.14
805;25;0;16.81;18.32;19.25;19.16
810;25;0;16.84;18.29;19.25;19.17
815;25;0;16.87;18.27;19.23;19.19
820;25;0;16.87;18.24;19.18;19.17
825;25;0;16.83;18.22;19.19;19.15
830;25;0;16.8;18.24;19.17;19.13
835;25;0;16.83;18.22;19.17;19.11
840;25;0;16.76;18.24;19.14;19.09
845;25;0;16.73;18.21;19.09;19.09
850;25;0;16.75;18.18;19.07;19.08
855;25;0;16.82;18.19;19.07;19.08
860;25;0;16.82;18.16;19.05;19.07
865;25;0;16.79;18.19;19.08;19.05
870;25;0;16.86;18.17;19.1;19.05
875;25;0;16.92;18.17;19.07;19.03
880;25;0;16.89;18.19;19.07;19.04
885;25;0;16.82;18.16;19.03;19.03
890;25;0;16.92;18.2;19.08;19.03
895;25;0;16.89;18.17;19.06;19.04
900;25;0;16.82;18.16;19.06;19.03
905;25;0;16.85;18.17;19.05;19.04
910;25;0;16.89;18.17;19.01;19.03
915;25;0;16.88;18.17;19;19.03
920;25;0;16.88;18.17;19.01;19.02
925;25;0;16.88;18.17;19.01;19.02
930;25;0;16.85;18.17;19.01;19.02
935;25;0;16.82;18.16;19.01;19.02
940;25;0;16.82;18.14;19.01;19.02
945;25;0;16.85;18.17;19.01;19.02
950;25;0;16.88;18.14;18.99;19.02
955;25;0;16.88;18.14;19.01;19.01
960;25;0;16.85;18.14;19.03;19.02
965;25;0;16.75;18.13;19.01;19.01
970;25;0;16.75;18.13;19.01;19.01
975;25;0;16.82;18.14;19.01;19
980;25;0;16.82;18.11;18.96;19
985;25;0;16.85;18.11;18.96;18.99
990;25;0;16.74;18.11;18.96;19
