Temps (s),Résistance (Ohms),Température (°C)
274.5651731491089,2880.2,55.95
275.5787773132324,2864.17,56.1
276.5921034812927,2848.17,56.25
277.6055154800415,2832.22,56.4
278.61815571784973,2816.3,56.55
279.6319181919098,2816.3,56.55
280.6447083950043,2832.22,56.4
281.65785694122314,2800.43,56.71
282.67162227630615,2768.8,57.02
283.68516635894775,2784.59,56.86
284.69842076301575,2784.59,56.86
285.7121932506561,2768.8,57.02
286.7248456478119,2753.04,57.17
287.73740673065186,2753.04,57.17
288.7508165836334,2753.04,57.17
289.7646179199219,2768.8,57.02
290.7772161960602,2737.33,57.33
291.7909252643585,2737.33,57.33
292.80425786972046,2737.33,57.33
293.8172769546509,2706.01,57.64
294.83118295669556,2721.65,57.49
295.8442521095276,2706.01,57.64
296.8573019504547,2721.65,57.49
297.8703851699829,2690.41,57.8
298.88395404815674,2706.01,57.64
299.89746737480164,2690.41,57.8
300.9102189540863,2690.41,57.8
301.9235415458679,2690.41,57.8
302.93713665008545,2690.41,57.8
303.95077753067017,2674.85,57.96
304.9638316631317,2674.85,57.96
305.9762752056122,2674.85,57.96
306.9897301197052,2659.33,58.12
308.00334906578064,2659.33,58.12
309.0167374610901,2659.33,58.12
310.02978682518005,2659.33,58.12
311.04269528388977,2643.85,58.28
312.0566563606262,2659.33,58.12
313.0698766708374,2643.85,58.28
314.08286690711975,2628.4,58.44
315.09629106521606,2628.4,58.44
316.10947728157043,2628.4,58.44
317.1225621700287,2628.4,58.44
318.1358301639557,2628.4,58.44
319.14992570877075,2643.85,58.28
320.1628074645996,2628.4,58.44
321.17586517333984,2628.4,58.44
322.18952536582947,2613.0,58.6
323.20217061042786,2628.4,58.44
324.2156813144684,2597.63,58.77
325.22859287261963,2613.0,58.6
326.24212098121643,2597.63,58.77
327.25520038604736,2582.3,58.93
328.26886224746704,2597.63,58.77
329.28302478790283,2597.63,58.77
330.2950942516327,2597.63,58.77
331.3089814186096,2582.3,58.93
332.3220694065094,2582.3,58.93
333.3357813358307,2567.0,59.09
334.3482711315155,2567.0,59.09
335.3619372844696,2567.0,59.09
336.3753559589386,2582.3,58.93
337.38907265663147,2582.3,58.93
338.40192437171936,2567.0,59.09
339.41502380371094,2551.75,59.26
340.42799973487854,2567.0,59.09
341.44113993644714,2551.75,59.26
342.45433616638184,2551.75,59.26
343.467978477478,2536.53,59.42
344.48147797584534,2551.75,59.26
345.4946119785309,2551.75,59.26
346.508581161499,2551.75,59.26
347.5215961933136,2551.75,59.26
348.5350856781006,2521.35,59.59
349.5483887195587,2521.35,59.59
350.56118416786194,2521.35,59.59
