Temps (s),Température 0 (°C),Température 1 (°C),Température 2 (°C)
84.50033020973206,40.32,32.85,29.84
85.02976512908936,40.32,32.85,29.84
85.55642557144165,40.42,32.85,29.84
86.08524107933044,40.42,33.04,30.02
86.61390614509583,40.53,33.04,30.02
87.14182758331299,40.64,33.04,30.12
87.6713924407959,40.64,33.14,30.12
88.2006323337555,40.64,33.23,30.21
88.72751045227051,40.75,33.23,30.3
89.25637125968933,40.75,33.33,30.3
89.78484296798706,40.85,33.33,30.4
90.31288599967957,40.85,33.43,30.4
90.84218001365662,40.85,33.43,30.49
91.37068676948547,40.96,33.52,30.49
91.89917063713074,41.07,33.52,30.58
92.42751455307007,41.07,33.62,30.68
92.95707988739014,41.07,33.62,30.68
93.48303294181824,41.18,33.72,30.68
94.01234078407288,41.18,33.72,30.77
94.54110383987427,41.29,33.81,30.77
95.06924629211426,41.29,33.91,30.86
95.59730339050293,41.29,33.91,30.96
96.12734818458557,41.4,33.91,30.96
96.65454006195068,41.4,34.01,31.05
97.18338084220886,41.51,34.01,30.96
97.71221113204956,41.51,34.1,31.05
98.2399628162384,41.62,34.1,31.14
98.76786231994629,41.73,34.2,31.24
99.29614639282227,41.73,34.2,31.24
99.82694506645203,41.73,34.3,31.33
100.35305166244507,41.73,34.4,31.33
100.88219547271729,41.73,34.4,31.43
101.41046452522278,41.84,34.4,31.43
101.93921566009521,41.95,34.49,31.43
102.46688580513,41.95,34.49,31.43
102.99599289894104,42.06,34.59,31.52
103.52455139160156,42.06,34.59,31.61
104.05272817611694,42.06,34.69,31.61
104.58154630661011,42.06,34.69,31.71
105.11027884483337,42.17,34.89,31.71
105.63893532752991,42.17,34.79,31.71
106.16704630851746,42.17,34.98,31.71
106.69475650787354,42.28,34.98,31.8
107.22400498390198,42.28,34.98,31.9
107.75143384933472,42.39,34.98,31.9
108.28122568130493,42.39,35.08,31.99
108.80920386314392,42.39,35.18,32.09
109.33857202529907,42.5,35.18,31.99
109.8661470413208,42.5,35.18,32.09
110.39405250549316,42.5,35.28,32.18
110.92202234268188,42.62,35.38,32.18
111.45084929466248,42.73,35.38,32.18
111.97892212867737,42.73,35.38,32.28
112.50877499580383,42.73,35.48,32.28
113.03702044487,42.73,35.48,32.37
113.56588935852051,42.73,35.58,32.37
114.09288263320923,42.73,35.68,32.37
114.62209391593933,42.84,35.68,32.47
115.15034699440002,42.84,35.68,32.47
115.68006348609924,42.84,35.78,32.47
116.20798540115356,42.95,35.78,32.56
116.73605704307556,42.95,35.88,32.66
117.26510548591614,42.95,35.88,32.66
117.79302668571472,43.06,35.88,32.66
118.32098031044006,43.06,35.98,32.75
118.85027408599854,43.06,36.08,32.75
119.37835955619812,43.18,36.08,32.85
119.90683174133301,43.18,36.08,32.94
120.43461966514587,43.29,36.18,32.94
120.96355152130127,43.29,36.18,32.94
121.49165558815002,43.29,36.18,33.04
122.01991248130798,43.4,36.18,33.14
122.54882168769836,43.4,36.28,33.14
123.07720875740051,43.52,36.28,33.23
123.60504841804504,43.52,36.38,33.23
124.13307023048401,43.52,36.38,33.23
124.66265392303467,43.63,36.38,33.23
125.19087314605713,43.63,36.38,33.33
125.71930527687073,43.75,36.48,33.33
126.24898076057434,43.75,36.58,33.43
126.7758858203888,43.75,36.58,33.43
127.3048985004425,43.86,36.58,33.52
127.83290266990662,43.86,36.58,33.52
128.36129140853882,43.86,36.68,33.62
128.89008378982544,43.98,36.68,33.62
129.4186670780182,43.86,36.78,33.72
129.945946931839,43.98,36.78,33.72
130.47444248199463,43.98,36.88,33.72
131.00355005264282,44.09,36.88,33.81
131.5315592288971,44.09,36.88,33.81
132.0609221458435,44.09,36.98,33.81
132.58873987197876,44.09,37.08,33.81
133.11677241325378,44.21,37.08,33.91
133.6461124420166,44.21,37.08,33.91
134.1748332977295,44.32,37.19,34.01
134.70302653312683,44.32,37.19,34.01
135.23217725753784,44.32,37.29,34.1
135.75945234298706,44.32,37.29,34.1
136.28770422935486,44.32,37.29,34.1
136.81703901290894,44.44,37.39,34.2
137.34533953666687,44.44,37.39,34.2
137.87376379966736,44.44,37.49,34.3
138.40267324447632,44.44,37.49,34.3
138.9308145046234,44.55,37.49,34.4
139.45842814445496,44.44,37.59,34.49
139.98760676383972,44.55,37.7,34.4
140.51618719100952,44.55,37.59,34.49
141.04461073875427,44.67,37.7,34.49
141.57310009002686,44.67,37.7,34.59
142.1020724773407,44.67,37.7,34.59
142.63036274909973,44.67,37.8,34.59
143.15800142288208,44.79,37.8,34.69
143.6880145072937,44.79,37.7,34.69
144.21601557731628,44.79,37.8,34.69
144.7448980808258,44.9,37.8,34.69
145.2729046344757,44.9,37.8,34.79
145.80065488815308,44.9,37.8,34.79
146.3282060623169,45.02,37.9,34.89
146.8567934036255,45.02,38.0,34.89
147.38699746131897,45.02,38.0,34.89
147.9155511856079,45.02,38.0,34.89
148.44393181800842,45.02,38.11,34.89
148.97020292282104,45.14,38.0,34.98
149.4989366531372,45.14,38.11,35.08
150.02759885787964,45.14,38.11,34.98
150.55630087852478,45.26,38.11,35.08
151.08585238456726,45.14,38.21,35.08
151.61293721199036,45.14,38.21,35.18
152.14194655418396,45.26,38.21,35.18
152.67009925842285,45.26,38.21,35.18
153.19786977767944,45.37,38.31,35.28
153.72645688056946,45.37,38.31,35.28
154.25504302978516,45.37,38.31,35.28
154.78455758094788,45.37,38.42,35.28
155.31234526634216,45.49,38.42,35.38
155.84180974960327,45.49,38.42,35.38
156.36845111846924,45.61,38.42,35.48
156.89704823493958,45.61,38.52,35.48
157.42578840255737,45.61,38.52,35.48
157.95567345619202,45.61,38.52,35.48
158.48290610313416,45.61,38.63,35.58
159.01111674308777,45.61,38.73,35.58
159.5398473739624,45.73,38.73,35.68
160.06825757026672,45.73,38.73,35.68
160.59664130210876,45.85,38.83,35.68
161.12510871887207,45.85,38.83,35.68
161.6537230014801,45.85,38.83,35.68
162.181982755661,45.85,38.83,35.78
162.70979118347168,45.97,38.83,35.78
163.23866391181946,45.97,38.94,35.78
163.76623940467834,45.85,38.94,35.88
164.29490852355957,45.97,38.94,35.88
164.82323789596558,45.97,39.04,35.88
165.35231280326843,45.97,39.04,35.88
165.88061451911926,45.97,39.04,35.98
166.40854930877686,46.09,39.15,35.98
166.93752002716064,45.97,39.15,36.08
167.4656102657318,46.09,39.15,36.08
167.9961850643158,46.09,39.25,36.08
168.5235140323639,46.09,39.25,36.08
169.05135846138,46.09,39.25,36.18
169.58025455474854,46.21,39.25,36.18
170.1075484752655,46.21,39.25,36.18
170.63841152191162,46.21,39.36,36.28
171.16686344146729,46.33,39.36,36.28
171.69402289390564,46.33,39.36,36.28
172.22163605690002,46.33,39.36,36.28
172.74975967407227,46.33,39.46,36.38
173.2784526348114,46.45,39.46,36.38
173.80751776695251,46.45,39.46,36.38
174.3351411819458,46.45,39.46,36.48
174.8639998435974,46.45,39.57,36.38
175.39207792282104,46.45,39.57,36.48
175.92177867889404,46.45,39.57,36.48
176.4497058391571,46.57,39.57,36.48
176.97915983200073,46.69,39.68,36.58
177.50700855255127,46.57,39.78,36.58
178.0361065864563,46.57,39.68,36.68
178.56354069709778,46.69,39.78,36.68
179.09218430519104,46.69,39.78,36.68
179.61943936347961,46.69,39.78,36.68
180.1484236717224,46.81,39.89,36.68
180.6777753829956,46.69,39.89,36.78
181.20608139038086,46.81,39.89,36.68
181.7339129447937,46.81,39.89,36.78
182.26378273963928,46.81,40.0,36.78
182.79045963287354,46.81,40.0,36.88
183.31914639472961,46.81,40.0,36.88
183.8478753566742,46.94,40.1,36.88
184.37841153144836,46.94,40.1,36.88
184.9055163860321,46.94,40.1,36.88
185.43326473236084,46.94,40.21,36.88
185.96141576766968,46.94,40.21,36.98
186.489328622818,47.06,40.21,36.98
187.01818823814392,47.18,40.21,36.98
187.54707527160645,47.06,40.21,36.98
188.07571935653687,47.06,40.32,37.08
188.6040072441101,47.18,40.32,37.08
189.13205099105835,47.06,40.32,37.08
189.66105198860168,47.06,40.42,37.19
190.1888234615326,47.18,40.32,37.19
190.71695375442505,47.18,40.42,37.19
191.24662160873413,47.18,40.42,37.29
191.77425742149353,47.3,40.42,37.29
192.30272150039673,47.3,40.53,37.29
192.83326864242554,47.3,40.53,37.39
193.35996055603027,47.3,40.53,37.39
193.88804483413696,47.3,40.64,37.39
194.41653990745544,47.3,40.53,37.39
194.94512724876404,47.3,40.64,37.49
195.47298216819763,47.3,40.75,37.49
196.00226831436157,47.3,40.64,37.59
196.5299997329712,47.3,40.75,37.59
197.05855226516724,47.43,40.75,37.59
197.58676767349243,47.43,40.75,37.59
198.11575961112976,47.43,40.75,37.7
198.643461227417,47.43,40.85,37.59
199.1729154586792,47.55,40.75,37.59
199.70121932029724,47.55,40.85,37.7
200.22918963432312,47.55,40.85,37.7
200.75863003730774,47.55,40.85,37.7
201.2865812778473,47.55,40.85,37.8
201.81497645378113,47.55,40.85,37.8
202.3427436351776,47.68,40.96,37.8
202.87165021896362,47.55,40.96,37.8
203.40040254592896,47.55,40.96,37.9
203.92856574058533,47.68,40.96,37.9
204.45703029632568,47.68,41.07,37.9
204.98475766181946,47.68,41.07,38.0
205.5142605304718,47.8,41.18,37.9
206.0422441959381,47.8,41.07,38.0
206.5708930492401,47.8,41.18,38.0
207.09979224205017,47.68,41.18,38.0
207.62794184684753,47.8,41.18,38.0
208.15659880638123,47.8,41.18,38.0
208.68448972702026,47.8,41.18,38.11
209.21271014213562,47.8,41.18,38.21
209.741361618042,47.93,41.18,38.11
210.27027988433838,47.8,41.18,38.11
210.7985291481018,47.93,41.18,38.21
211.32730197906494,47.93,41.18,38.21
211.855304479599,48.05,41.18,38.31
212.38401079177856,47.93,41.29,38.31
212.91192317008972,48.05,41.29,38.42
213.44096660614014,48.05,41.29,38.31
213.96954941749573,48.05,41.4,38.42
214.49867916107178,48.05,41.4,38.42
215.0277693271637,48.18,41.4,38.42
215.5543167591095,48.05,41.4,38.52
216.08339953422546,48.05,41.51,38.42
216.61117148399353,48.18,41.51,38.52
217.14061164855957,48.18,41.51,38.42
217.66822171211243,48.18,41.51,38.52
218.19704484939575,48.18,41.51,38.52
218.72585344314575,48.3,41.62,38.52
219.2540259361267,48.18,41.62,38.52
219.78267621994019,48.43,41.62,38.52
220.3101453781128,48.3,41.73,38.52
220.84001469612122,48.3,41.73,38.52
221.36916279792786,48.3,41.73,38.63
221.8957061767578,48.43,41.84,38.63
222.42527174949646,48.3,41.73,38.63
222.95412063598633,48.43,41.84,38.73
223.48056983947754,48.3,41.84,38.73
224.01103234291077,48.3,41.84,38.73
224.5393784046173,48.3,41.84,38.73
225.06634402275085,48.18,41.95,38.73
225.59590315818787,48.3,41.95,38.83
226.12387037277222,48.43,41.95,38.83
226.65308260917664,48.43,41.95,38.83
227.18095183372498,48.3,42.06,38.83
227.70943975448608,48.43,42.06,38.94
228.23792362213135,48.43,42.06,38.94
228.76730585098267,48.43,42.06,38.94
229.2948706150055,48.55,42.06,39.04
229.82278728485107,48.55,42.06,39.04
230.3522469997406,48.55,42.17,39.04
230.88051509857178,48.55,42.17,38.94
231.40785837173462,48.55,42.17,39.04
231.93675017356873,48.68,42.17,39.04
232.46573948860168,48.68,42.17,39.04
232.9946300983429,48.68,42.17,39.04
233.52313208580017,48.81,42.17,39.15
234.0509376525879,48.68,42.17,39.15
234.57900619506836,48.68,42.17,39.15
235.10772585868835,48.81,42.28,39.15
235.6369104385376,48.81,42.28,39.15
236.1637988090515,48.81,42.28,39.25
236.69339966773987,48.81,42.28,39.25
237.22195839881897,48.94,42.28,39.25
237.75013852119446,48.94,42.28,39.15
238.27807068824768,48.94,42.39,39.25
238.80674195289612,48.94,42.39,39.25
239.33521223068237,48.94,42.39,39.25
239.86362648010254,48.94,42.39,39.25
240.3919186592102,49.06,42.39,39.25
240.92001676559448,49.06,42.5,39.25
241.44874477386475,49.19,42.5,39.25
241.97862911224365,49.06,42.5,39.36
242.50610041618347,49.06,42.5,39.25
243.03545999526978,49.06,42.5,39.25
243.56248569488525,49.06,42.5,39.36
244.09267377853394,49.06,42.62,39.36
244.61916756629944,49.19,42.62,39.36
245.14774417877197,49.06,42.62,39.36
245.6765012741089,49.06,42.62,39.46
246.2050337791443,49.19,42.73,39.36
246.73250436782837,49.19,42.73,39.36
247.262761592865,49.19,42.62,39.46
247.79087567329407,49.19,42.73,39.46
248.31913232803345,49.19,42.73,39.57
248.8477611541748,49.32,42.73,39.46
249.37553119659424,49.32,42.73,39.57
249.90352153778076,49.32,42.73,39.57
250.43340611457825,49.45,42.73,39.46
250.96170568466187,49.32,42.73,39.57
251.48981428146362,49.32,42.84,39.57
252.01812195777893,49.32,42.73,39.57
252.54620552062988,49.32,42.73,39.68
253.07479047775269,49.45,42.84,39.68
253.60410070419312,49.45,42.73,39.68
254.13276433944702,49.45,42.84,39.68
254.66007828712463,49.45,42.84,39.68
255.1897099018097,49.45,42.84,39.68
255.71826243400574,49.32,42.84,39.68
256.24531507492065,49.45,42.84,39.68
256.77408814430237,49.45,42.84,39.78
257.303968667984,49.45,42.84,39.78
257.83208441734314,49.58,42.95,39.78
258.35973739624023,49.45,42.95,39.78
258.88705492019653,49.58,42.95,39.78
259.416131734848,49.58,42.95,39.78
259.9440610408783,49.58,43.06,39.89
260.4731378555298,49.58,43.06,39.89
261.001620054245,49.58,43.06,39.89
261.53015184402466,49.71,43.06,39.89
262.05899953842163,49.71,43.06,39.89
262.5881316661835,49.71,43.18,39.89
263.11467385292053,49.71,43.18,39.89
263.64505887031555,49.71,43.06,40.0
264.1726460456848,49.71,43.18,40.0
264.7018358707428,49.71,43.18,40.1
265.22893619537354,49.71,43.18,40.1
265.75895071029663,49.71,43.18,40.1
266.28590393066406,49.84,43.29,40.0
266.81376004219055,49.71,43.18,40.1
267.3429362773895,49.84,43.29,40.1
267.8726055622101,49.71,43.29,40.1
268.40082812309265,49.84,43.29,40.21
268.9298675060272,49.84,43.29,40.21
269.45803141593933,49.84,43.4,40.21
269.984450340271,49.97,43.4,40.21
270.5133421421051,49.84,43.4,40.21
271.0430133342743,49.97,43.4,40.32
271.5712492465973,49.97,43.52,40.32
272.10003685951233,49.84,43.52,40.32
272.6286554336548,49.97,43.52,40.42
273.15579319000244,49.84,43.52,40.42
273.6853930950165,49.97,43.52,40.42
274.21283888816833,49.97,43.63,40.42
274.7427325248718,49.97,43.63,40.42
275.26971220970154,49.97,43.63,40.42
275.79928159713745,49.97,43.63,40.42
276.32636523246765,49.97,43.63,40.42
276.85569620132446,49.97,43.75,40.42
277.38359451293945,49.97,43.75,40.42
277.91174149513245,49.97,43.63,40.42
278.4398727416992,50.1,43.63,40.53
278.9687042236328,50.1,43.63,40.53
279.49689960479736,49.97,43.63,40.53
280.02552127838135,49.97,43.63,40.53
280.55363631248474,50.1,43.75,40.53
281.08267164230347,50.1,43.75,40.64
281.61059403419495,50.1,43.75,40.64
282.139368057251,50.1,43.75,40.64
282.6677050590515,50.23,43.75,40.64
283.19588232040405,50.1,43.86,40.75
283.72552156448364,50.1,43.75,40.75
284.25478768348694,50.23,43.75,40.75
284.7812252044678,50.1,43.86,40.75
285.3099420070648,50.23,43.86,40.75
285.83849239349365,50.1,43.86,40.85
286.36707878112793,50.1,43.86,40.85
286.8955891132355,50.1,43.86,40.85
287.4240827560425,50.23,43.86,40.96
287.95256900787354,50.23,43.98,40.75
288.4807243347168,50.23,43.98,40.85
289.00947642326355,50.23,43.98,40.96
289.53770184516907,50.23,43.98,40.85
290.0657377243042,50.23,43.98,40.96
290.5949647426605,50.23,43.98,40.85
291.12337017059326,50.23,43.98,40.96
291.65121150016785,50.23,43.98,40.96
292.1803560256958,50.36,43.98,40.96
292.7083809375763,50.36,44.09,40.96
293.2364866733551,50.36,43.98,40.96
293.76495385169983,50.36,44.09,40.96
294.29365038871765,50.36,44.09,40.96
294.8227460384369,50.36,44.09,40.96
295.35061502456665,50.36,44.21,40.96
295.8796875476837,50.36,44.09,40.96
296.4069015979767,50.36,44.09,40.96
296.9363512992859,50.36,44.09,40.96
297.46437525749207,50.36,44.09,40.96
297.9928071498871,50.36,44.09,41.07
298.5212254524231,50.36,44.09,41.07
299.0491907596588,50.5,44.21,41.07
299.57838702201843,50.36,44.21,41.07
300.1070671081543,50.5,44.21,41.07
300.63558435440063,50.36,44.21,40.96
301.1640863418579,50.5,44.32,40.96
301.69208002090454,50.36,44.32,41.07
302.22168350219727,50.5,44.32,41.07
302.7486619949341,50.5,44.32,41.18
303.2770965099335,50.5,44.32,41.07
303.80555963516235,50.5,44.32,41.07
304.3341724872589,50.63,44.44,41.18
304.86244893074036,50.5,44.32,41.07
305.39093589782715,50.63,44.44,41.18
305.92030692100525,50.63,44.32,41.18
306.4477331638336,50.63,44.44,41.18
306.97631883621216,50.63,44.32,41.18
307.50531101226807,50.63,44.44,41.18
308.03309297561646,50.63,44.44,41.18
308.56146264076233,50.76,44.44,41.07
309.0919198989868,50.63,44.44,41.18
309.61858797073364,50.63,44.55,41.18
310.1471817493439,50.5,44.44,41.18
310.6759841442108,50.63,44.55,41.29
311.2048511505127,50.63,44.55,41.18
311.7330141067505,50.63,44.55,41.29
312.2616012096405,50.63,44.55,41.18
312.7898440361023,50.63,44.55,41.29
313.3180730342865,50.76,44.55,41.29
313.84665966033936,50.63,44.55,41.29
314.37524485588074,50.76,44.55,41.29
314.90383100509644,50.76,44.67,41.29
315.431916475296,50.76,44.55,41.29
315.96050453186035,50.76,44.55,41.29
316.4890892505646,50.76,44.55,41.29
317.0176737308502,50.76,44.55,41.4
317.5457842350006,50.9,44.67,41.4
318.0739767551422,50.9,44.67,41.4
318.60256242752075,50.9,44.55,41.4
319.1311480998993,50.9,44.67,41.51
319.6591784954071,50.9,44.67,41.4
320.1880507469177,50.9,44.67,41.4
320.71624398231506,50.9,44.79,41.51
321.2448477745056,50.76,44.67,41.4
321.7731292247772,50.76,44.67,41.51
322.3017268180847,50.9,44.79,41.51
322.8303027153015,50.76,44.67,41.51
323.3588888645172,50.9,44.67,41.51
323.88647723197937,50.9,44.79,41.51
324.41568660736084,51.03,44.9,41.51
324.94385838508606,51.03,44.79,41.51
325.47285413742065,50.9,44.79,41.51
326.0004436969757,51.03,44.79,41.51
326.5289776325226,51.03,44.79,41.51
327.05754923820496,51.03,44.79,41.62
327.58589124679565,51.03,44.79,41.51
328.1140604019165,51.03,44.79,41.51
328.6435272693634,51.03,44.79,41.51
329.1708016395569,51.16,44.79,41.62
329.699666261673,51.03,44.9,41.62
330.22859501838684,51.16,44.9,41.62
330.7573184967041,51.03,44.9,41.62
331.28482484817505,51.16,44.9,41.62
331.8140950202942,51.16,44.9,41.62
332.34189915657043,51.03,44.9,41.62
332.8699743747711,51.16,44.9,41.62
333.3983268737793,51.03,44.9,41.62
333.9274568557739,51.03,44.9,41.62
334.45580315589905,51.03,44.9,41.62
334.98438930511475,51.16,44.9,41.62
335.51222133636475,51.16,44.9,41.62
336.0411767959595,51.03,44.9,41.62
336.5693898200989,51.16,44.9,41.62
337.09797644615173,51.16,44.9,41.73
337.62656331062317,51.16,44.9,41.73
338.15543603897095,51.03,44.9,41.73
338.68302512168884,51.16,44.9,41.62
339.21161246299744,51.16,44.9,41.62
339.74017453193665,51.16,45.02,41.73
340.26890301704407,51.16,45.14,41.73
340.79659962654114,51.03,45.02,41.62
341.3268575668335,51.16,45.02,41.73
341.85460567474365,51.16,45.02,41.73
342.38385248184204,51.16,45.14,41.84
342.91065549850464,51.3,45.14,41.84
343.43967461586,51.16,45.02,41.73
343.9674081802368,51.16,45.14,41.84
344.49622678756714,51.16,45.14,41.84
345.0259771347046,51.16,45.14,41.84
345.5529537200928,51.16,45.14,41.84
346.08146119117737,51.16,45.26,41.84
346.60974860191345,51.3,45.26,41.84
347.13808584213257,51.16,45.14,41.95
347.66645908355713,51.3,45.26,41.95
348.19521737098694,51.3,45.26,41.95
348.72415232658386,51.3,45.14,41.95
349.25229263305664,51.3,45.26,41.84
349.7806091308594,51.3,45.26,41.95
350.3084053993225,51.3,45.14,41.84
350.83719778060913,51.43,45.26,41.95
351.36597299575806,51.3,45.26,41.95
351.8947501182556,51.43,45.26,41.95
352.4235076904297,51.3,45.26,41.95
352.9506995677948,51.43,45.26,42.06
353.48107385635376,51.43,45.26,42.06
354.00780606269836,51.43,45.26,42.06
354.5365903377533,51.3,45.26,42.06
355.06498670578003,51.43,45.26,42.06
355.59286665916443,51.43,45.26,42.06
356.12328004837036,51.43,45.26,42.17
356.65092492103577,51.43,45.26,42.17
357.17944169044495,51.57,45.26,42.17
357.70664834976196,51.57,45.26,42.28
358.2368037700653,51.43,45.37,42.28
358.76400923728943,51.43,45.26,42.28
359.2925271987915,51.43,45.37,42.28
359.82163739204407,51.57,45.37,42.28
360.34897565841675,51.43,45.37,42.17
360.8775932788849,51.43,45.37,42.28
361.40697836875916,51.43,45.37,42.17
361.93484449386597,51.43,45.49,42.17
362.46470189094543,51.43,45.49,42.28
362.99313402175903,51.43,45.49,42.28
363.5218861103058,51.43,45.49,42.17
364.049250125885,51.43,45.49,42.17
364.57764959335327,51.43,45.49,42.28
365.10475730895996,51.43,45.49,42.28
365.6345818042755,51.43,45.49,42.28
366.16391372680664,51.43,45.49,42.28
366.6910192966461,51.57,45.49,42.28
367.21922159194946,51.43,45.49,42.28
367.74772119522095,51.57,45.49,42.28
