Temps (s),Echelon (V),DeltaV (V),Tension_0 (V),Temp_0 (°C),Tension_1 (V),Temp_1 (°C),Tension_2 (V),Temp_2 (°C),Courant (V)
188.5923249721527,0.66,1.046,1.784,39.339,1.618,43.027,1.349,49.863,3.382
189.19888281822205,0.665,1.036,1.784,39.339,1.618,43.027,1.349,49.863,3.382
189.8056321144104,0.665,1.041,1.779,39.444,1.618,43.027,1.349,49.863,3.377
190.4123191833496,0.665,1.041,1.779,39.444,1.618,43.027,1.349,49.863,3.382
191.01897406578064,0.665,1.041,1.779,39.444,1.613,43.139,1.349,49.863,3.382
191.62573409080505,0.665,1.041,1.774,39.55,1.613,43.139,1.344,49.994,3.372
192.23228883743286,0.665,1.041,1.774,39.55,1.608,43.253,1.344,49.994,3.377
192.83904004096985,0.665,1.041,1.769,39.656,1.608,43.253,1.344,49.994,3.372
193.44576501846313,0.67,1.026,1.769,39.656,1.608,43.253,1.344,49.994,3.382
194.05243492126465,0.665,1.041,1.769,39.656,1.608,43.253,1.344,49.994,3.387
194.65909099578857,0.66,1.046,1.764,39.762,1.603,43.366,1.344,49.994,3.372
195.26580095291138,0.665,1.041,1.764,39.762,1.603,43.366,1.344,49.994,3.382
195.87250399589539,0.665,1.041,1.764,39.762,1.603,43.366,1.339,50.124,3.377
196.47916197776794,0.67,1.026,1.764,39.762,1.603,43.366,1.339,50.124,3.377
197.08584785461426,0.665,1.046,1.764,39.762,1.603,43.366,1.339,50.124,3.372
197.6925299167633,0.67,1.041,1.764,39.762,1.603,43.366,1.339,50.124,3.377
198.2992148399353,0.67,1.026,1.764,39.762,1.598,43.48,1.339,50.124,3.382
198.90587186813354,0.665,1.041,1.764,39.762,1.598,43.48,1.339,50.124,3.382
199.5125699043274,0.665,1.041,1.764,39.762,1.598,43.48,1.334,50.256,3.382
200.11927580833435,0.665,1.046,1.76,39.868,1.593,43.594,1.334,50.256,3.372
200.72597479820251,0.66,1.046,1.76,39.868,1.593,43.594,1.334,50.256,3.382
201.3326759338379,0.665,1.046,1.76,39.868,1.593,43.594,1.329,50.387,3.377
201.93938398361206,0.665,1.041,1.755,39.975,1.588,43.708,1.329,50.387,3.372
202.5459280014038,0.665,1.046,1.755,39.975,1.588,43.708,1.329,50.387,3.377
203.1526517868042,0.665,1.041,1.755,39.975,1.588,43.708,1.329,50.387,3.372
203.75933504104614,0.665,1.046,1.75,40.082,1.588,43.708,1.329,50.387,3.377
204.36607694625854,0.665,1.041,1.75,40.082,1.588,43.708,1.329,50.387,3.372
204.97271418571472,0.66,1.046,1.75,40.082,1.584,43.823,1.329,50.387,3.377
205.57937693595886,0.665,1.036,1.75,40.082,1.584,43.823,1.325,50.519,3.377
206.1858630180359,0.66,1.051,1.75,40.082,1.584,43.823,1.329,50.387,3.372
206.79267597198486,0.665,1.036,1.745,40.188,1.584,43.823,1.325,50.519,3.377
207.39946293830872,0.665,1.046,1.745,40.188,1.579,43.937,1.32,50.651,3.368
208.00617694854736,0.665,1.046,1.745,40.188,1.579,43.937,1.32,50.651,3.377
208.61280393600464,0.665,1.031,1.74,40.296,1.579,43.937,1.32,50.651,3.372
209.21948981285095,0.665,1.046,1.74,40.296,1.574,44.052,1.32,50.651,3.377
209.82616209983826,0.66,1.051,1.74,40.296,1.574,44.052,1.32,50.651,3.377
210.43287110328674,0.665,1.041,1.74,40.296,1.574,44.052,1.315,50.784,3.372
211.03952598571777,0.665,1.036,1.735,40.403,1.574,44.052,1.315,50.784,3.372
211.64618515968323,0.665,1.036,1.735,40.403,1.569,44.168,1.315,50.784,3.377
212.2529170513153,0.665,1.046,1.735,40.403,1.574,44.052,1.315,50.784,3.372
212.85978198051453,0.665,1.046,1.735,40.403,1.574,44.052,1.31,50.917,3.372
213.4662380218506,0.665,1.046,1.735,40.403,1.569,44.168,1.31,50.917,3.377
214.0729591846466,0.66,1.051,1.735,40.403,1.569,44.168,1.31,50.917,3.372
214.67963290214539,0.665,1.046,1.735,40.403,1.569,44.168,1.305,51.051,3.372
215.2862799167633,0.665,1.046,1.735,40.403,1.569,44.168,1.305,51.051,3.372
215.89301204681396,0.665,1.046,1.73,40.51,1.569,44.168,1.305,51.051,3.372
216.49963092803955,0.665,1.046,1.73,40.51,1.569,44.168,1.3,51.185,3.368
217.10636806488037,0.665,1.046,1.73,40.51,1.564,44.283,1.3,51.185,3.368
217.7130970954895,0.665,1.046,1.73,40.51,1.564,44.283,1.3,51.185,3.368
218.3197000026703,0.665,1.046,1.73,40.51,1.564,44.283,1.3,51.185,3.372
218.92640709877014,0.665,1.051,1.73,40.51,1.564,44.283,1.3,51.185,3.372
219.53323197364807,0.665,1.041,1.73,40.51,1.564,44.283,1.3,51.185,3.363
220.1397740840912,0.665,1.046,1.725,40.618,1.559,44.399,1.3,51.185,3.372
220.7464599609375,0.655,1.061,1.725,40.618,1.559,44.399,1.295,51.319,3.372
221.3530788421631,0.665,1.036,1.725,40.618,1.559,44.399,1.295,51.319,3.368
221.95977210998535,0.665,1.046,1.72,40.726,1.559,44.399,1.295,51.319,3.368
222.56649684906006,0.66,1.056,1.72,40.726,1.554,44.515,1.29,51.454,3.372
223.1731870174408,0.665,1.041,1.72,40.726,1.559,44.399,1.29,51.454,3.368
223.77984809875488,0.66,1.051,1.716,40.834,1.554,44.515,1.29,51.454,3.368
224.38645696640015,0.66,1.051,1.716,40.834,1.554,44.515,1.29,51.454,3.377
224.99323892593384,0.665,1.046,1.716,40.834,1.554,44.515,1.285,51.59,3.372
225.5999948978424,0.66,1.051,1.716,40.834,1.554,44.515,1.285,51.59,3.368
226.20646214485168,0.665,1.046,1.716,40.834,1.554,44.515,1.285,51.59,3.368
226.8132288455963,0.66,1.051,1.711,40.942,1.554,44.515,1.285,51.59,3.368
227.41998195648193,0.665,1.046,1.711,40.942,1.554,44.515,1.285,51.59,3.368
228.02665400505066,0.66,1.046,1.711,40.942,1.549,44.631,1.285,51.59,3.368
228.63337993621826,0.665,1.046,1.711,40.942,1.549,44.631,1.285,51.59,3.368
229.24006414413452,0.66,1.051,1.711,40.942,1.549,44.631,1.285,51.59,3.368
229.84670495986938,0.66,1.051,1.711,40.942,1.544,44.748,1.285,51.59,3.368
230.45339512825012,0.665,1.041,1.706,41.051,1.544,44.748,1.285,51.59,3.372
231.06005477905273,0.655,1.061,1.706,41.051,1.544,44.748,1.285,51.59,3.368
231.66672897338867,0.66,1.051,1.706,41.051,1.544,44.748,1.285,51.59,3.363
232.27348685264587,0.66,1.051,1.706,41.051,1.544,44.748,1.285,51.59,3.372
232.88003492355347,0.66,1.051,1.701,41.16,1.54,44.865,1.285,51.59,3.368
233.48677396774292,0.66,1.056,1.706,41.051,1.54,44.865,1.281,51.725,3.368
234.09344387054443,0.66,1.041,1.701,41.16,1.54,44.865,1.281,51.725,3.372
234.69995403289795,0.66,1.051,1.701,41.16,1.54,44.865,1.281,51.725,3.372
235.30671095848083,0.655,1.056,1.701,41.16,1.54,44.865,1.281,51.725,3.363
235.91350197792053,0.66,1.051,1.701,41.16,1.54,44.865,1.281,51.725,3.368
236.51997804641724,0.66,1.051,1.696,41.269,1.535,44.982,1.281,51.725,3.368
237.12669396400452,0.66,1.051,1.696,41.269,1.535,44.982,1.281,51.725,3.372
237.73349690437317,0.655,1.056,1.696,41.269,1.535,44.982,1.281,51.725,3.368
238.34011697769165,0.66,1.041,1.696,41.269,1.535,44.982,1.281,51.725,3.368
238.94685697555542,0.66,1.051,1.696,41.269,1.53,45.1,1.281,51.725,3.372
239.55344486236572,0.655,1.056,1.691,41.378,1.53,45.1,1.281,51.725,3.358
240.1601209640503,0.655,1.051,1.691,41.378,1.525,45.218,1.276,51.862,3.363
240.76680517196655,0.66,1.051,1.691,41.378,1.53,45.1,1.281,51.725,3.368
241.37359499931335,0.655,1.056,1.691,41.378,1.525,45.218,1.276,51.862,3.363
242.00039410591125,0.66,1.051,1.686,41.487,1.525,45.218,1.276,51.862,3.368
242.58674907684326,0.655,1.056,1.686,41.487,1.525,45.218,1.276,51.862,3.358
243.1934859752655,0.66,1.051,1.686,41.487,1.525,45.218,1.281,51.725,3.368
243.80017805099487,0.65,1.061,1.686,41.487,1.52,45.336,1.276,51.862,3.368
244.40692806243896,0.655,1.056,1.686,41.487,1.52,45.336,1.276,51.862,3.368
245.01361894607544,0.65,1.061,1.686,41.487,1.52,45.336,1.276,51.862,3.368
245.62023520469666,0.655,1.056,1.686,41.487,1.525,45.218,1.276,51.862,3.372
246.2268030643463,0.65,1.065,1.681,41.597,1.52,45.336,1.271,51.998,3.363
246.83363795280457,0.655,1.056,1.681,41.597,1.52,45.336,1.271,51.998,3.363
247.4403738975525,0.655,1.051,1.681,41.597,1.52,45.336,1.271,51.998,3.368
248.04699397087097,0.65,1.061,1.681,41.597,1.52,45.336,1.266,52.135,3.368
248.65380382537842,0.655,1.051,1.676,41.707,1.52,45.336,1.266,52.135,3.363
249.26040410995483,0.65,1.061,1.676,41.707,1.52,45.336,1.266,52.135,3.363
249.86703395843506,0.655,1.051,1.676,41.707,1.515,45.454,1.266,52.135,3.363
250.47381901741028,0.655,1.056,1.676,41.707,1.515,45.454,1.266,52.135,3.363
251.08039689064026,0.655,1.051,1.672,41.817,1.515,45.454,1.266,52.135,3.363
251.68705487251282,0.655,1.056,1.672,41.817,1.515,45.454,1.266,52.135,3.363
252.29377102851868,0.655,1.051,1.672,41.817,1.515,45.454,1.261,52.273,3.363
252.9004487991333,0.655,1.046,1.672,41.817,1.515,45.454,1.261,52.273,3.358
253.50726199150085,0.655,1.056,1.672,41.817,1.515,45.454,1.261,52.273,3.353
254.11382699012756,0.655,1.051,1.667,41.927,1.515,45.454,1.261,52.273,3.363
254.72046899795532,0.65,1.056,1.667,41.927,1.51,45.573,1.261,52.273,3.363
255.32714200019836,0.65,1.061,1.667,41.927,1.51,45.573,1.261,52.273,3.358
255.93387293815613,0.655,1.051,1.667,41.927,1.51,45.573,1.261,52.273,3.363
256.5406150817871,0.65,1.051,1.667,41.927,1.51,45.573,1.256,52.411,3.358
257.14722204208374,0.645,1.065,1.667,41.927,1.505,45.692,1.256,52.411,3.358
257.75391912460327,0.655,1.051,1.662,42.038,1.505,45.692,1.251,52.549,3.363
258.360631942749,0.65,1.056,1.662,42.038,1.505,45.692,1.251,52.549,3.358
258.9673070907593,0.65,1.061,1.662,42.038,1.505,45.692,1.251,52.549,3.358
259.5739769935608,0.655,1.051,1.662,42.038,1.5,45.811,1.251,52.549,3.363
260.18059396743774,0.65,1.051,1.662,42.038,1.5,45.811,1.251,52.549,3.358
260.7873480319977,0.645,1.065,1.662,42.038,1.5,45.811,1.251,52.549,3.353
261.3940260410309,0.655,1.051,1.662,42.038,1.5,45.811,1.251,52.549,3.358
262.000718832016,0.65,1.056,1.657,42.149,1.5,45.811,1.251,52.549,3.358
262.60729694366455,0.655,1.051,1.657,42.149,1.5,45.811,1.251,52.549,3.358
263.21405506134033,0.65,1.061,1.657,42.149,1.5,45.811,1.251,52.549,3.358
263.8207688331604,0.65,1.051,1.657,42.149,1.5,45.811,1.251,52.549,3.363
264.4274170398712,0.65,1.056,1.652,42.26,1.5,45.811,1.246,52.688,3.358
265.0341248512268,0.65,1.061,1.652,42.26,1.496,45.93,1.246,52.688,3.358
265.64084696769714,0.65,1.056,1.652,42.26,1.496,45.93,1.246,52.688,3.363
266.2472879886627,0.65,1.051,1.652,42.26,1.496,45.93,1.241,52.828,3.363
266.8541669845581,0.65,1.056,1.652,42.26,1.496,45.93,1.241,52.828,3.358
267.4609110355377,0.65,1.056,1.652,42.26,1.496,45.93,1.241,52.828,3.363
268.0675790309906,0.655,1.051,1.652,42.26,1.491,46.05,1.241,52.828,3.358
268.6742858886719,0.65,1.056,1.652,42.26,1.491,46.05,1.241,52.828,3.363
269.2808840274811,0.65,1.051,1.652,42.26,1.491,46.05,1.241,52.828,3.358
269.8875939846039,0.645,1.065,1.647,42.371,1.491,46.05,1.237,52.967,3.358
270.4942479133606,0.65,1.056,1.647,42.371,1.486,46.17,1.241,52.828,3.358
271.1008720397949,0.65,1.056,1.647,42.371,1.486,46.17,1.237,52.967,3.363
271.707670211792,0.65,1.056,1.647,42.371,1.486,46.17,1.237,52.967,3.358
272.3144009113312,0.65,1.056,1.647,42.371,1.486,46.17,1.237,52.967,3.363
272.9207909107208,0.65,1.056,1.647,42.371,1.486,46.17,1.237,52.967,3.358
273.527706861496,0.65,1.056,1.642,42.483,1.481,46.291,1.237,52.967,3.368
274.13443398475647,0.645,1.061,1.642,42.483,1.481,46.291,1.237,52.967,3.353
274.74102783203125,0.65,1.056,1.642,42.483,1.481,46.291,1.237,52.967,3.358
275.3476870059967,0.65,1.056,1.642,42.483,1.481,46.291,1.237,52.967,3.353
275.95439076423645,0.65,1.056,1.642,42.483,1.481,46.291,1.237,52.967,3.358
276.5610918998718,0.65,1.046,1.642,42.483,1.481,46.291,1.237,52.967,3.358
277.1677920818329,0.65,1.061,1.637,42.594,1.481,46.291,1.237,52.967,3.353
277.7746579647064,0.65,1.056,1.637,42.594,1.481,46.291,1.237,52.967,3.358
278.38114380836487,0.645,1.056,1.637,42.594,1.476,46.412,1.237,52.967,3.358
278.9878480434418,0.645,1.065,1.632,42.706,1.476,46.412,1.232,53.108,3.353
279.59452986717224,0.65,1.056,1.632,42.706,1.471,46.533,1.232,53.108,3.353
280.20121002197266,0.645,1.065,1.632,42.706,1.471,46.533,1.232,53.108,3.358
280.8079152107239,0.645,1.061,1.628,42.819,1.471,46.533,1.232,53.108,3.353
281.41455078125,0.645,1.051,1.628,42.819,1.471,46.533,1.232,53.108,3.358
282.0212609767914,0.645,1.061,1.628,42.819,1.471,46.533,1.232,53.108,3.358
282.62796092033386,0.64,1.07,1.628,42.819,1.471,46.533,1.227,53.249,3.358
283.2346131801605,0.645,1.065,1.628,42.819,1.471,46.533,1.227,53.249,3.358
283.84133791923523,0.65,1.056,1.628,42.819,1.471,46.533,1.227,53.249,3.363
284.4481711387634,0.645,1.061,1.628,42.819,1.471,46.533,1.227,53.249,3.363
285.0546410083771,0.65,1.056,1.628,42.819,1.471,46.533,1.227,53.249,3.358
285.6613550186157,0.645,1.061,1.623,42.931,1.471,46.533,1.227,53.249,3.358
286.2678978443146,0.645,1.061,1.623,42.931,1.466,46.654,1.227,53.249,3.348
286.8747527599335,0.645,1.061,1.623,42.931,1.466,46.654,1.227,53.249,3.353
287.4816210269928,0.645,1.065,1.623,42.931,1.466,46.654,1.227,53.249,3.358
288.08808398246765,0.645,1.065,1.623,42.931,1.466,46.654,1.222,53.39,3.358
288.69473695755005,0.645,1.061,1.623,42.931,1.466,46.654,1.222,53.39,3.353
289.30145502090454,0.645,1.061,1.618,43.044,1.461,46.776,1.222,53.39,3.358
289.908145904541,0.645,1.065,1.618,43.044,1.461,46.776,1.222,53.39,3.358
290.5148479938507,0.64,1.065,1.618,43.044,1.461,46.776,1.222,53.39,3.353
291.121621131897,0.645,1.051,1.618,43.044,1.461,46.776,1.222,53.39,3.358
291.72820377349854,0.645,1.061,1.613,43.157,1.461,46.776,1.222,53.39,3.353
292.33484411239624,0.645,1.061,1.613,43.157,1.461,46.776,1.222,53.39,3.353
292.94158911705017,0.64,1.065,1.613,43.157,1.457,46.898,1.217,53.532,3.358
293.54823303222656,0.645,1.061,1.613,43.157,1.457,46.898,1.217,53.532,3.358
294.15497303009033,0.645,1.061,1.613,43.157,1.457,46.898,1.217,53.532,3.348
294.7615351676941,0.645,1.061,1.613,43.157,1.457,46.898,1.217,53.532,3.358
295.3682367801666,0.64,1.07,1.613,43.157,1.457,46.898,1.217,53.532,3.363
295.97496581077576,0.645,1.061,1.608,43.27,1.452,47.02,1.217,53.532,3.358
296.58164501190186,0.645,1.061,1.608,43.27,1.452,47.02,1.217,53.532,3.353
297.18818378448486,0.645,1.061,1.608,43.27,1.447,47.143,1.217,53.532,3.353
297.7949569225311,0.645,1.061,1.608,43.27,1.447,47.143,1.212,53.674,3.348
298.4015519618988,0.645,1.061,1.608,43.27,1.447,47.143,1.212,53.674,3.353
299.0083348751068,0.645,1.061,1.608,43.27,1.447,47.143,1.212,53.674,3.358
299.61520504951477,0.645,1.056,1.608,43.27,1.447,47.143,1.212,53.674,3.353
300.22151589393616,0.645,1.061,1.608,43.27,1.447,47.143,1.212,53.674,3.353
300.8283050060272,0.635,1.07,1.608,43.27,1.447,47.143,1.212,53.674,3.358
301.43510699272156,0.64,1.065,1.603,43.383,1.447,47.143,1.212,53.674,3.358
302.0416519641876,0.64,1.056,1.603,43.383,1.447,47.143,1.212,53.674,3.353
302.64847898483276,0.645,1.061,1.603,43.383,1.447,47.143,1.212,53.674,3.358
303.25495409965515,0.64,1.065,1.603,43.383,1.447,47.143,1.212,53.674,3.358
303.86162185668945,0.645,1.061,1.603,43.383,1.447,47.143,1.207,53.817,3.353
304.46833896636963,0.645,1.061,1.598,43.497,1.442,47.266,1.207,53.817,3.358
305.0750529766083,0.645,1.061,1.598,43.497,1.442,47.266,1.207,53.817,3.348
305.6817538738251,0.64,1.065,1.598,43.497,1.442,47.266,1.207,53.817,3.348
306.2881770133972,0.64,1.061,1.598,43.497,1.442,47.266,1.207,53.817,3.353
306.89502596855164,0.64,1.065,1.598,43.497,1.442,47.266,1.207,53.817,3.358
307.5017349720001,0.645,1.061,1.598,43.497,1.442,47.266,1.207,53.817,3.353
308.1083998680115,0.645,1.065,1.593,43.611,1.442,47.266,1.207,53.817,3.353
308.7151460647583,0.64,1.056,1.593,43.611,1.442,47.266,1.207,53.817,3.353
309.32177805900574,0.645,1.061,1.593,43.611,1.442,47.266,1.207,53.817,3.348
309.9285237789154,0.64,1.065,1.593,43.611,1.437,47.389,1.207,53.817,3.348
310.5351769924164,0.64,1.07,1.593,43.611,1.437,47.389,1.207,53.817,3.343
311.1417181491852,0.64,1.065,1.593,43.611,1.437,47.389,1.207,53.817,3.348
311.7485179901123,0.64,1.065,1.588,43.725,1.437,47.389,1.207,53.817,3.353
312.3551781177521,0.64,1.07,1.588,43.725,1.437,47.389,1.207,53.817,3.353
312.9617691040039,0.64,1.056,1.588,43.725,1.437,47.389,1.202,53.96,3.348
313.5683968067169,0.64,1.075,1.588,43.725,1.437,47.389,1.202,53.96,3.348
314.17510414123535,0.635,1.07,1.584,43.84,1.437,47.389,1.202,53.96,3.358
314.7818899154663,0.64,1.061,1.588,43.725,1.437,47.389,1.202,53.96,3.353
315.38848996162415,0.64,1.07,1.588,43.725,1.432,47.513,1.202,53.96,3.358
315.9950821399689,0.64,1.065,1.584,43.84,1.432,47.513,1.202,53.96,3.348
316.60179901123047,0.645,1.065,1.584,43.84,1.432,47.513,1.202,53.96,3.353
317.20848083496094,0.64,1.065,1.584,43.84,1.432,47.513,1.202,53.96,3.353
317.81531405448914,0.64,1.07,1.584,43.84,1.432,47.513,1.202,53.96,3.353
318.4218990802765,0.635,1.07,1.584,43.84,1.432,47.513,1.202,53.96,3.353
319.0285301208496,0.64,1.056,1.584,43.84,1.427,47.637,1.197,54.104,3.343
319.63515615463257,0.64,1.065,1.579,43.955,1.427,47.637,1.197,54.104,3.353
320.2419559955597,0.64,1.065,1.579,43.955,1.427,47.637,1.197,54.104,3.348
320.84864711761475,0.635,1.07,1.579,43.955,1.427,47.637,1.197,54.104,3.353
321.45526695251465,0.635,1.07,1.579,43.955,1.427,47.637,1.197,54.104,3.358
322.0619840621948,0.64,1.061,1.579,43.955,1.427,47.637,1.197,54.104,3.348
322.66875195503235,0.64,1.065,1.579,43.955,1.422,47.761,1.197,54.104,3.353
323.27526211738586,0.635,1.07,1.574,44.07,1.422,47.761,1.197,54.104,3.358
323.8820948600769,0.64,1.07,1.574,44.07,1.422,47.761,1.197,54.104,3.353
324.4886939525604,0.64,1.061,1.574,44.07,1.422,47.761,1.197,54.104,3.348
325.0955898761749,0.635,1.07,1.574,44.07,1.422,47.761,1.197,54.104,3.343
325.7021379470825,0.635,1.07,1.574,44.07,1.422,47.761,1.197,54.104,3.348
326.3086941242218,0.635,1.075,1.574,44.07,1.422,47.761,1.193,54.248,3.353
326.91549706459045,0.635,1.065,1.574,44.07,1.417,47.886,1.193,54.248,3.343
327.5221779346466,0.64,1.065,1.574,44.07,1.417,47.886,1.193,54.248,3.353
328.12894797325134,0.64,1.065,1.574,44.07,1.417,47.886,1.193,54.248,3.353
328.7356939315796,0.64,1.065,1.574,44.07,1.417,47.886,1.193,54.248,3.353
329.3422930240631,0.635,1.075,1.569,44.185,1.417,47.886,1.193,54.248,3.358
329.94879508018494,0.635,1.075,1.574,44.07,1.417,47.886,1.193,54.248,3.353
330.5556139945984,0.64,1.061,1.569,44.185,1.417,47.886,1.193,54.248,3.353
331.16221284866333,0.64,1.065,1.569,44.185,1.417,47.886,1.193,54.248,3.353
331.76889300346375,0.63,1.08,1.569,44.185,1.417,47.886,1.193,54.248,3.358
332.37561106681824,0.64,1.061,1.569,44.185,1.417,47.886,1.193,54.248,3.348
332.98228311538696,0.64,1.065,1.569,44.185,1.417,47.886,1.193,54.248,3.426
333.58887791633606,0.635,1.075,1.569,44.185,1.413,48.011,1.188,54.393,3.353
334.1957058906555,0.64,1.065,1.569,44.185,1.413,48.011,1.188,54.393,3.348
334.8024139404297,0.635,1.075,1.569,44.185,1.413,48.011,1.188,54.393,3.348
335.40921998023987,0.635,1.075,1.569,44.185,1.413,48.011,1.193,54.248,3.353
336.0158450603485,0.64,1.065,1.564,44.3,1.413,48.011,1.188,54.393,3.343
336.622447013855,0.635,1.07,1.564,44.3,1.413,48.011,1.188,54.393,3.358
337.22920417785645,0.635,1.07,1.564,44.3,1.408,48.137,1.188,54.393,3.348
337.83581805229187,0.64,1.065,1.564,44.3,1.408,48.137,1.188,54.393,3.343
338.4425139427185,0.635,1.075,1.564,44.3,1.408,48.137,1.188,54.393,3.358
339.04912996292114,0.64,1.065,1.564,44.3,1.413,48.011,1.188,54.393,3.353
339.65581917762756,0.635,1.07,1.564,44.3,1.413,48.011,1.188,54.393,3.358
340.2625811100006,0.635,1.075,1.564,44.3,1.413,48.011,1.188,54.393,3.348
340.86918687820435,0.64,1.065,1.564,44.3,1.413,48.011,1.183,54.539,3.353
341.47574400901794,0.635,1.065,1.564,44.3,1.413,48.011,1.183,54.539,3.353
342.08261489868164,0.63,1.08,1.564,44.3,1.413,48.011,1.183,54.539,3.343
342.68926095962524,0.635,1.07,1.564,44.3,1.408,48.137,1.178,54.684,3.348
343.29579615592957,0.635,1.07,1.564,44.3,1.408,48.137,1.178,54.684,3.421
343.90255999565125,0.635,1.075,1.564,44.3,1.408,48.137,1.178,54.684,3.353
344.50917196273804,0.635,1.07,1.564,44.3,1.408,48.137,1.178,54.684,3.343
345.1158359050751,0.635,1.061,1.564,44.3,1.408,48.137,1.178,54.684,3.353
345.72268986701965,0.63,1.08,1.564,44.3,1.408,48.137,1.178,54.684,3.348
346.3292031288147,0.64,1.065,1.564,44.3,1.408,48.137,1.178,54.684,3.353
346.93593096733093,0.63,1.08,1.564,44.3,1.408,48.137,1.178,54.684,3.353
347.5427670478821,0.635,1.065,1.564,44.3,1.408,48.137,1.178,54.684,3.348
348.1494119167328,0.635,1.075,1.559,44.416,1.408,48.137,1.178,54.684,3.358
348.7560889720917,0.635,1.065,1.559,44.416,1.408,48.137,1.178,54.684,3.343
349.3626368045807,0.635,1.07,1.559,44.416,1.408,48.137,1.178,54.684,3.353
349.9694480895996,0.635,1.065,1.559,44.416,1.403,48.262,1.178,54.684,3.348
350.5760169029236,0.635,1.075,1.554,44.532,1.408,48.137,1.178,54.684,3.353
351.18278312683105,0.635,1.07,1.554,44.532,1.408,48.137,1.178,54.684,3.358
351.7893531322479,0.635,1.075,1.554,44.532,1.403,48.262,1.178,54.684,3.353
352.39614701271057,0.635,1.07,1.554,44.532,1.403,48.262,1.178,54.684,3.348
353.003103017807,0.635,1.075,1.554,44.532,1.403,48.262,1.178,54.684,3.353
353.6094181537628,0.635,1.065,1.554,44.532,1.403,48.262,1.178,54.684,3.343
354.2160921096802,0.63,1.08,1.554,44.532,1.403,48.262,1.178,54.684,3.348
354.8229510784149,0.635,1.07,1.554,44.532,1.403,48.262,1.173,54.831,3.348
355.42956495285034,0.635,1.07,1.554,44.532,1.403,48.262,1.173,54.831,3.353
356.03618597984314,0.635,1.075,1.554,44.532,1.403,48.262,1.173,54.831,3.348
356.6428918838501,0.635,1.075,1.554,44.532,1.403,48.262,1.173,54.831,3.353
357.24959897994995,0.635,1.075,1.554,44.532,1.403,48.262,1.173,54.831,3.348
357.8563108444214,0.64,1.065,1.549,44.649,1.398,48.389,1.173,54.831,3.353
358.4629909992218,0.63,1.08,1.549,44.649,1.398,48.389,1.173,54.831,3.353
359.0697259902954,0.635,1.065,1.549,44.649,1.398,48.389,1.173,54.831,3.353
359.67624497413635,0.635,1.07,1.549,44.649,1.398,48.389,1.173,54.831,3.348
360.2830460071564,0.63,1.08,1.549,44.649,1.398,48.389,1.173,54.831,3.358
360.8897759914398,0.635,1.075,1.544,44.765,1.398,48.389,1.173,54.831,3.343
361.49639987945557,0.635,1.075,1.544,44.765,1.398,48.389,1.168,54.978,3.353
362.1031188964844,0.63,1.08,1.544,44.765,1.398,48.389,1.168,54.978,3.348
362.7098469734192,0.635,1.075,1.544,44.765,1.393,48.515,1.168,54.978,3.353
363.3164598941803,0.635,1.075,1.544,44.765,1.393,48.515,1.168,54.978,3.348
363.92315888404846,0.635,1.07,1.54,44.882,1.393,48.515,1.168,54.978,3.353
364.52985310554504,0.635,1.075,1.54,44.882,1.393,48.515,1.168,54.978,3.348
365.1365158557892,0.635,1.065,1.54,44.882,1.393,48.515,1.168,54.978,3.353
365.74315881729126,0.63,1.08,1.54,44.882,1.393,48.515,1.168,54.978,3.348
366.34979796409607,0.635,1.075,1.535,45.0,1.393,48.515,1.168,54.978,3.348
366.9565579891205,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.348
367.56318712234497,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.353
368.16995215415955,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.353
368.7765290737152,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.353
369.38332080841064,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.353
369.9899847507477,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.348
370.59652304649353,0.635,1.07,1.535,45.0,1.383,48.769,1.168,54.978,3.353
371.2034001350403,0.635,1.075,1.535,45.0,1.383,48.769,1.168,54.978,3.353
371.8099842071533,0.63,1.08,1.535,45.0,1.383,48.769,1.168,54.978,3.348
372.4166958332062,0.635,1.07,1.535,45.0,1.388,48.642,1.168,54.978,3.353
373.0233860015869,0.635,1.075,1.535,45.0,1.388,48.642,1.168,54.978,3.353
373.6297879219055,0.635,1.065,1.535,45.0,1.383,48.769,1.168,54.978,3.348
374.2367420196533,0.635,1.075,1.535,45.0,1.383,48.769,1.168,54.978,3.353
374.84341311454773,0.63,1.08,1.535,45.0,1.383,48.769,1.163,55.125,3.338
375.4498219490051,0.635,1.07,1.53,45.117,1.383,48.769,1.163,55.125,3.353
376.05659198760986,0.63,1.08,1.53,45.117,1.383,48.769,1.163,55.125,3.343
376.6632070541382,0.63,1.075,1.53,45.117,1.383,48.769,1.163,55.125,3.343
377.27000093460083,0.626,1.085,1.53,45.117,1.383,48.769,1.163,55.125,3.348
377.8767120838165,0.635,1.075,1.53,45.117,1.383,48.769,1.163,55.125,3.353
378.48334193229675,0.635,1.07,1.53,45.117,1.383,48.769,1.163,55.125,3.353
379.0902690887451,0.635,1.075,1.53,45.117,1.383,48.769,1.163,55.125,3.353
379.6967260837555,0.63,1.08,1.53,45.117,1.383,48.769,1.163,55.125,3.353
