Temps (s),Echelon (V),Tension_0 (V),Temp_0 (°C),Tension_1 (V),Temp_1 (°C),Tension_2 (V),Temp_2 (°C)
328.5610432624817,0.499,1.227,53.07,1.466,46.654,1.613,43.326
328.82623624801636,0.499,1.237,52.789,1.471,46.533,1.618,43.213
329.09167075157166,0.494,1.222,53.211,1.476,46.412,1.623,43.1
329.3568549156189,0.494,1.222,53.211,1.476,46.412,1.632,42.875
329.62201595306396,0.494,1.222,53.211,1.471,46.533,1.618,43.213
329.88693022727966,0.489,1.207,53.637,1.471,46.533,1.628,42.988
330.1514756679535,0.489,1.197,53.924,1.476,46.412,1.623,43.1
330.41675662994385,0.494,1.207,53.637,1.466,46.654,1.623,43.1
330.6817626953125,0.494,1.212,53.495,1.457,46.898,1.608,43.439
330.94724225997925,0.489,1.197,53.924,1.471,46.533,1.613,43.326
331.21240615844727,0.503,1.217,53.353,1.461,46.776,1.623,43.1
331.47753071784973,0.489,1.227,53.07,1.471,46.533,1.613,43.326
331.7427804470062,0.499,1.217,53.353,1.471,46.533,1.613,43.326
332.00706243515015,0.494,1.217,53.353,1.476,46.412,1.623,43.1
332.2721700668335,0.494,1.227,53.07,1.461,46.776,1.628,42.988
332.5387897491455,0.484,1.222,53.211,1.466,46.654,1.608,43.439
332.8036072254181,0.489,1.202,53.781,1.471,46.533,1.618,43.213
333.0691566467285,0.499,1.217,53.353,1.466,46.654,1.623,43.1
333.3340301513672,0.494,1.212,53.495,1.461,46.776,1.613,43.326
333.59901905059814,0.489,1.222,53.211,1.447,47.143,1.613,43.326
333.86315393447876,0.499,1.222,53.211,1.457,46.898,1.608,43.439
334.12964820861816,0.508,1.222,53.211,1.466,46.654,1.623,43.1
334.3945028781891,0.503,1.232,52.929,1.466,46.654,1.608,43.439
334.6598536968231,0.499,1.241,52.649,1.466,46.654,1.618,43.213
334.924681186676,0.494,1.237,52.789,1.481,46.291,1.613,43.326
335.1900873184204,0.499,1.232,52.929,1.471,46.533,1.623,43.1
335.45532608032227,0.494,1.227,53.07,1.476,46.412,1.637,42.763
335.72008872032166,0.499,1.217,53.353,1.461,46.776,1.623,43.1
335.98529076576233,0.484,1.212,53.495,1.466,46.654,1.613,43.326
336.25002098083496,0.494,1.212,53.495,1.452,47.02,1.603,43.553
336.5149395465851,0.484,1.232,52.929,1.466,46.654,1.598,43.667
336.7809102535248,0.494,1.217,53.353,1.461,46.776,1.593,43.781
337.0457146167755,0.489,1.212,53.495,1.452,47.02,1.613,43.326
337.31028509140015,0.503,1.227,53.07,1.461,46.776,1.598,43.667
337.57649970054626,0.499,1.237,52.789,1.457,46.898,1.613,43.326
337.8411560058594,0.494,1.232,52.929,1.476,46.412,1.608,43.439
338.10686111450195,0.508,1.237,52.789,1.466,46.654,1.623,43.1
338.3719902038574,0.479,1.237,52.789,1.461,46.776,1.618,43.213
338.636775970459,0.479,1.212,53.495,1.476,46.412,1.623,43.1
338.90227723121643,0.484,1.217,53.353,1.471,46.533,1.623,43.1
339.1673512458801,0.499,1.217,53.353,1.457,46.898,1.618,43.213
339.43263268470764,0.484,1.207,53.637,1.457,46.898,1.603,43.553
339.69629549980164,0.499,1.207,53.637,1.476,46.412,1.598,43.667
339.9621784687042,0.494,1.212,53.495,1.457,46.898,1.613,43.326
340.2273373603821,0.518,1.227,53.07,1.466,46.654,1.603,43.553
340.4928879737854,0.499,1.227,53.07,1.471,46.533,1.603,43.553
340.7580165863037,0.499,1.232,52.929,1.481,46.291,1.608,43.439
341.0231056213379,0.503,1.227,53.07,1.476,46.412,1.628,42.988
341.2887489795685,0.484,1.222,53.211,1.471,46.533,1.618,43.213
341.55365681648254,0.494,1.222,53.211,1.476,46.412,1.618,43.213
341.81896901130676,0.489,1.212,53.495,1.471,46.533,1.618,43.213
342.08413910865784,0.499,1.212,53.495,1.461,46.776,1.613,43.326
342.3482873439789,0.484,1.222,53.211,1.457,46.898,1.613,43.326
342.6143035888672,0.494,1.217,53.353,1.457,46.898,1.598,43.667
342.87819600105286,0.508,1.217,53.353,1.461,46.776,1.608,43.439
343.1444091796875,0.499,1.217,53.353,1.461,46.776,1.603,43.553
343.40869903564453,0.503,1.232,52.929,1.466,46.654,1.598,43.667
343.67425775527954,0.499,1.227,53.07,1.481,46.291,1.608,43.439
343.94031620025635,0.508,1.222,53.211,1.481,46.291,1.608,43.439
344.204713344574,0.499,1.227,53.07,1.466,46.654,1.623,43.1
344.4706130027771,0.503,1.222,53.211,1.481,46.291,1.608,43.439
344.7356951236725,0.494,1.222,53.211,1.476,46.412,1.613,43.326
345.0009808540344,0.494,1.212,53.495,1.466,46.654,1.613,43.326
345.2653305530548,0.489,1.212,53.495,1.466,46.654,1.613,43.326
345.53099298477173,0.494,1.222,53.211,1.466,46.654,1.603,43.553
345.7955687046051,0.479,1.212,53.495,1.466,46.654,1.613,43.326
346.0601942539215,0.503,1.217,53.353,1.466,46.654,1.613,43.326
346.32621669769287,0.499,1.222,53.211,1.471,46.533,1.603,43.553
346.59048295021057,0.494,1.217,53.353,1.471,46.533,1.608,43.439
346.8562684059143,0.494,1.217,53.353,1.476,46.412,1.608,43.439
347.12175607681274,0.499,1.217,53.353,1.466,46.654,1.613,43.326
347.385981798172,0.503,1.217,53.353,1.476,46.412,1.613,43.326
347.651939868927,0.499,1.212,53.495,1.471,46.533,1.608,43.439
347.9177575111389,0.489,1.212,53.495,1.466,46.654,1.608,43.439
348.1824538707733,0.503,1.207,53.637,1.466,46.654,1.613,43.326
348.44775581359863,0.499,1.207,53.637,1.466,46.654,1.613,43.326
348.71298813819885,0.499,1.207,53.637,1.466,46.654,1.603,43.553
348.9777669906616,0.494,1.212,53.495,1.461,46.776,1.608,43.439
349.2426302433014,0.494,1.212,53.495,1.461,46.776,1.603,43.553
349.50843262672424,0.494,1.222,53.211,1.471,46.533,1.608,43.439
349.7738902568817,0.499,1.207,53.637,1.466,46.654,1.613,43.326
350.0379478931427,0.499,1.212,53.495,1.466,46.654,1.613,43.326
350.30258202552795,0.494,1.217,53.353,1.466,46.654,1.608,43.439
350.5685975551605,0.489,1.207,53.637,1.481,46.291,1.613,43.326
350.8341705799103,0.494,1.207,53.637,1.471,46.533,1.608,43.439
351.0989534854889,0.489,1.202,53.781,1.471,46.533,1.608,43.439
351.3643960952759,0.484,1.207,53.637,1.466,46.654,1.608,43.439
351.6296663284302,0.494,1.202,53.781,1.461,46.776,1.603,43.553
351.89497447013855,0.508,1.217,53.353,1.471,46.533,1.613,43.326
352.159628868103,0.499,1.212,53.495,1.466,46.654,1.603,43.553
352.424507856369,0.499,1.212,53.495,1.461,46.776,1.603,43.553
352.69033193588257,0.499,1.202,53.781,1.471,46.533,1.603,43.553
352.9549627304077,0.494,1.212,53.495,1.461,46.776,1.618,43.213
353.22072887420654,0.494,1.212,53.495,1.471,46.533,1.608,43.439
353.48534512519836,0.489,1.212,53.495,1.471,46.533,1.603,43.553
353.7497775554657,0.489,1.197,53.924,1.457,46.898,1.608,43.439
354.01592469215393,0.494,1.212,53.495,1.461,46.776,1.608,43.439
354.28056144714355,0.489,1.212,53.495,1.461,46.776,1.603,43.553
354.546017408371,0.494,1.207,53.637,1.461,46.776,1.603,43.553
354.81113934516907,0.494,1.207,53.637,1.466,46.654,1.603,43.553
355.07656741142273,0.499,1.212,53.495,1.471,46.533,1.603,43.553
355.3414785861969,0.499,1.217,53.353,1.466,46.654,1.603,43.553
355.60639691352844,0.499,1.207,53.637,1.471,46.533,1.608,43.439
355.8718423843384,0.494,1.212,53.495,1.471,46.533,1.613,43.326
356.13703179359436,0.489,1.207,53.637,1.471,46.533,1.608,43.439
356.4020268917084,0.494,1.207,53.637,1.466,46.654,1.608,43.439
356.6665561199188,0.489,1.202,53.781,1.461,46.776,1.603,43.553
356.931845664978,0.494,1.212,53.495,1.466,46.654,1.608,43.439
357.19808316230774,0.494,1.212,53.495,1.466,46.654,1.603,43.553
357.4629669189453,0.494,1.207,53.637,1.466,46.654,1.608,43.439
357.72785115242004,0.499,1.202,53.781,1.461,46.776,1.603,43.553
357.9927830696106,0.503,1.202,53.781,1.461,46.776,1.608,43.439
358.25861048698425,0.499,1.212,53.495,1.466,46.654,1.603,43.553
358.5239853858948,0.499,1.207,53.637,1.471,46.533,1.608,43.439
358.7881953716278,0.508,1.207,53.637,1.461,46.776,1.608,43.439
359.0540015697479,0.479,1.217,53.353,1.466,46.654,1.613,43.326
359.3185374736786,0.494,1.212,53.495,1.471,46.533,1.613,43.326
359.58405327796936,0.494,1.193,54.068,1.466,46.654,1.603,43.553
359.8494758605957,0.494,1.202,53.781,1.461,46.776,1.603,43.553
360.11336946487427,0.489,1.207,53.637,1.461,46.776,1.603,43.553
360.378582239151,0.489,1.202,53.781,1.461,46.776,1.593,43.781
360.64346837997437,0.499,1.202,53.781,1.466,46.654,1.593,43.781
360.9091076850891,0.503,1.212,53.495,1.457,46.898,1.603,43.553
361.17417192459106,0.499,1.212,53.495,1.461,46.776,1.598,43.667
361.4394609928131,0.499,1.207,53.637,1.466,46.654,1.603,43.553
361.70436549186707,0.499,1.207,53.637,1.461,46.776,1.603,43.553
361.96969652175903,0.499,1.202,53.781,1.457,46.898,1.608,43.439
362.2357585430145,0.489,1.197,53.924,1.471,46.533,1.603,43.553
362.50101017951965,0.484,1.207,53.637,1.461,46.776,1.598,43.667
362.7660837173462,0.494,1.207,53.637,1.471,46.533,1.603,43.553
363.03138256073,0.499,1.197,53.924,1.452,47.02,1.598,43.667
363.295818567276,0.494,1.202,53.781,1.457,46.898,1.613,43.326
363.5618555545807,0.494,1.197,53.924,1.461,46.776,1.608,43.439
363.8269100189209,0.499,1.202,53.781,1.452,47.02,1.603,43.553
364.0919463634491,0.503,1.202,53.781,1.461,46.776,1.603,43.553
364.3571171760559,0.499,1.202,53.781,1.457,46.898,1.598,43.667
364.6221649646759,0.494,1.207,53.637,1.457,46.898,1.603,43.553
364.8868899345398,0.494,1.207,53.637,1.457,46.898,1.608,43.439
365.15157556533813,0.489,1.202,53.781,1.452,47.02,1.608,43.439
365.41624665260315,0.494,1.197,53.924,1.461,46.776,1.613,43.326
365.6816439628601,0.503,1.202,53.781,1.457,46.898,1.593,43.781
365.94780445098877,0.489,1.197,53.924,1.452,47.02,1.603,43.553
366.2131230831146,0.499,1.183,54.358,1.447,47.143,1.598,43.667
366.47728157043457,0.489,1.202,53.781,1.447,47.143,1.593,43.781
366.7421510219574,0.494,1.193,54.068,1.457,46.898,1.603,43.553
367.0086784362793,0.494,1.193,54.068,1.447,47.143,1.598,43.667
367.27398467063904,0.494,1.197,53.924,1.447,47.143,1.593,43.781
367.5381009578705,0.489,1.207,53.637,1.447,47.143,1.598,43.667
367.803879737854,0.494,1.202,53.781,1.461,46.776,1.603,43.553
368.0692186355591,0.499,1.197,53.924,1.457,46.898,1.598,43.667
368.33382773399353,0.489,1.197,53.924,1.447,47.143,1.603,43.553
368.5996608734131,0.494,1.197,53.924,1.447,47.143,1.603,43.553
368.8647141456604,0.494,1.193,54.068,1.447,47.143,1.598,43.667
369.1299467086792,0.499,1.183,54.358,1.452,47.02,1.608,43.439
369.3949911594391,0.503,1.183,54.358,1.442,47.266,1.603,43.553
369.6587481498718,0.489,1.193,54.068,1.442,47.266,1.588,43.895
369.92415595054626,0.489,1.183,54.358,1.442,47.266,1.598,43.667
370.1895899772644,0.494,1.188,54.213,1.437,47.389,1.603,43.553
370.4555401802063,0.494,1.193,54.068,1.442,47.266,1.598,43.667
370.7208664417267,0.499,1.193,54.068,1.447,47.143,1.593,43.781
370.98575496673584,0.489,1.193,54.068,1.447,47.143,1.598,43.667
371.2508578300476,0.494,1.193,54.068,1.452,47.02,1.603,43.553
371.5153012275696,0.494,1.193,54.068,1.452,47.02,1.608,43.439
371.78011083602905,0.489,1.193,54.068,1.447,47.143,1.608,43.439
372.046865940094,0.474,1.197,53.924,1.457,46.898,1.598,43.667
372.31177854537964,0.484,1.197,53.924,1.452,47.02,1.603,43.553
372.57584524154663,0.503,1.193,54.068,1.437,47.389,1.593,43.781
372.84076499938965,0.494,1.197,53.924,1.442,47.266,1.598,43.667
373.1065752506256,0.489,1.183,54.358,1.442,47.266,1.593,43.781
373.37096881866455,0.494,1.197,53.924,1.447,47.143,1.598,43.667
373.636248588562,0.494,1.193,54.068,1.447,47.143,1.603,43.553
373.90181064605713,0.494,1.197,53.924,1.447,47.143,1.598,43.667
374.16707968711853,0.494,1.197,53.924,1.447,47.143,1.598,43.667
374.4330060482025,0.499,1.197,53.924,1.447,47.143,1.603,43.553
374.69726037979126,0.494,1.197,53.924,1.447,47.143,1.598,43.667
374.9635818004608,0.494,1.202,53.781,1.447,47.143,1.603,43.553
375.2278163433075,0.494,1.197,53.924,1.447,47.143,1.598,43.667
375.4937410354614,0.494,1.202,53.781,1.447,47.143,1.598,43.667
375.7588777542114,0.494,1.202,53.781,1.447,47.143,1.598,43.667
376.0237092971802,0.494,1.202,53.781,1.447,47.143,1.598,43.667
376.2889287471771,0.494,1.202,53.781,1.447,47.143,1.598,43.667
376.5538339614868,0.494,1.202,53.781,1.447,47.143,1.598,43.667
376.8192665576935,0.494,1.197,53.924,1.447,47.143,1.598,43.667
377.0845789909363,0.494,1.207,53.637,1.447,47.143,1.598,43.667
377.34988141059875,0.494,1.202,53.781,1.447,47.143,1.603,43.553
377.61493372917175,0.494,1.202,53.781,1.447,47.143,1.598,43.667
377.87880206108093,0.494,1.202,53.781,1.447,47.143,1.598,43.667
378.1446578502655,0.489,1.202,53.781,1.447,47.143,1.593,43.781
378.4099590778351,0.494,1.202,53.781,1.447,47.143,1.593,43.781
378.6748106479645,0.494,1.202,53.781,1.447,47.143,1.598,43.667
378.9400837421417,0.494,1.202,53.781,1.447,47.143,1.593,43.781
379.2051661014557,0.494,1.202,53.781,1.447,47.143,1.598,43.667
379.4706389904022,0.494,1.197,53.924,1.452,47.02,1.593,43.781
379.7350857257843,0.494,1.197,53.924,1.447,47.143,1.598,43.667
380.0002670288086,0.499,1.197,53.924,1.447,47.143,1.598,43.667
380.2662081718445,0.494,1.197,53.924,1.447,47.143,1.598,43.667
380.5314154624939,0.494,1.202,53.781,1.447,47.143,1.598,43.667
380.7954967021942,0.494,1.197,53.924,1.447,47.143,1.598,43.667
381.06156849861145,0.494,1.197,53.924,1.447,47.143,1.598,43.667
381.32590556144714,0.494,1.197,53.924,1.447,47.143,1.598,43.667
381.59170842170715,0.494,1.197,53.924,1.442,47.266,1.598,43.667
381.8564546108246,0.494,1.197,53.924,1.447,47.143,1.598,43.667
382.12196803092957,0.494,1.197,53.924,1.442,47.266,1.598,43.667
382.3868520259857,0.494,1.197,53.924,1.442,47.266,1.598,43.667
382.6526794433594,0.494,1.197,53.924,1.447,47.143,1.593,43.781
382.9180181026459,0.494,1.193,54.068,1.442,47.266,1.593,43.781
383.1823089122772,0.494,1.197,53.924,1.447,47.143,1.593,43.781
383.44784283638,0.494,1.197,53.924,1.447,47.143,1.593,43.781
383.71332597732544,0.494,1.193,54.068,1.447,47.143,1.593,43.781
383.9786169528961,0.494,1.193,54.068,1.447,47.143,1.593,43.781
384.2426013946533,0.494,1.193,54.068,1.447,47.143,1.593,43.781
384.5089166164398,0.494,1.193,54.068,1.442,47.266,1.593,43.781
384.7738766670227,0.494,1.193,54.068,1.442,47.266,1.593,43.781
385.03901505470276,0.494,1.193,54.068,1.447,47.143,1.593,43.781
385.3032536506653,0.494,1.188,54.213,1.442,47.266,1.593,43.781
385.56845712661743,0.494,1.188,54.213,1.447,47.143,1.593,43.781
385.8347144126892,0.494,1.188,54.213,1.442,47.266,1.593,43.781
386.0988554954529,0.494,1.193,54.068,1.442,47.266,1.593,43.781
386.36444306373596,0.494,1.193,54.068,1.442,47.266,1.588,43.895
386.62999153137207,0.494,1.193,54.068,1.442,47.266,1.593,43.781
386.8943943977356,0.494,1.193,54.068,1.442,47.266,1.593,43.781
387.1601037979126,0.494,1.193,54.068,1.447,47.143,1.588,43.895
387.4255783557892,0.494,1.193,54.068,1.442,47.266,1.593,43.781
387.6901047229767,0.494,1.193,54.068,1.442,47.266,1.593,43.781
387.9552390575409,0.494,1.193,54.068,1.442,47.266,1.593,43.781
388.220871925354,0.499,1.193,54.068,1.442,47.266,1.593,43.781
388.48613572120667,0.494,1.193,54.068,1.442,47.266,1.593,43.781
388.7503695487976,0.494,1.197,53.924,1.447,47.143,1.588,43.895
389.0154490470886,0.494,1.197,53.924,1.442,47.266,1.588,43.895
389.28149151802063,0.494,1.197,53.924,1.442,47.266,1.593,43.781
389.5459625720978,0.499,1.197,53.924,1.447,47.143,1.588,43.895
389.81189489364624,0.494,1.197,53.924,1.452,47.02,1.584,44.01
390.0769712924957,0.499,1.197,53.924,1.447,47.143,1.593,43.781
390.3422441482544,0.499,1.193,54.068,1.447,47.143,1.588,43.895
390.60717844963074,0.489,1.197,53.924,1.447,47.143,1.584,44.01
390.8725790977478,0.494,1.188,54.213,1.437,47.389,1.598,43.667
391.1368350982666,0.494,1.188,54.213,1.442,47.266,1.584,44.01
391.40292835235596,0.494,1.193,54.068,1.437,47.389,1.598,43.667
391.66798996925354,0.489,1.193,54.068,1.437,47.389,1.574,44.24
391.9330003261566,0.489,1.193,54.068,1.442,47.266,1.584,44.01
392.19867753982544,0.499,1.193,54.068,1.427,47.637,1.588,43.895
392.46300864219666,0.494,1.197,53.924,1.442,47.266,1.588,43.895
392.7275469303131,0.499,1.197,53.924,1.442,47.266,1.584,44.01
392.9937047958374,0.499,1.197,53.924,1.447,47.143,1.588,43.895
393.25903582572937,0.503,1.197,53.924,1.442,47.266,1.593,43.781
393.5240499973297,0.494,1.197,53.924,1.447,47.143,1.593,43.781
393.78910851478577,0.489,1.207,53.637,1.447,47.143,1.588,43.895
394.0530934333801,0.489,1.188,54.213,1.437,47.389,1.588,43.895
394.31880140304565,0.484,1.202,53.781,1.452,47.02,1.588,43.895
394.58351278305054,0.499,1.183,54.358,1.437,47.389,1.588,43.895
394.8487181663513,0.494,1.193,54.068,1.437,47.389,1.584,44.01
395.1150460243225,0.494,1.193,54.068,1.442,47.266,1.579,44.125
395.3799338340759,0.499,1.188,54.213,1.437,47.389,1.588,43.895
395.6451606750488,0.503,1.188,54.213,1.442,47.266,1.588,43.895
395.90923833847046,0.494,1.193,54.068,1.447,47.143,1.588,43.895
396.1758654117584,0.499,1.197,53.924,1.442,47.266,1.598,43.667
396.4403655529022,0.499,1.193,54.068,1.447,47.143,1.593,43.781
396.705913066864,0.499,1.188,54.213,1.442,47.266,1.588,43.895
396.9710512161255,0.484,1.202,53.781,1.442,47.266,1.593,43.781
397.2361147403717,0.489,1.188,54.213,1.447,47.143,1.598,43.667
397.5010287761688,0.489,1.188,54.213,1.442,47.266,1.588,43.895
397.766161441803,0.484,1.193,54.068,1.437,47.389,1.584,44.01
398.03104543685913,0.494,1.188,54.213,1.447,47.143,1.593,43.781
398.29663252830505,0.489,1.193,54.068,1.442,47.266,1.598,43.667
398.56163787841797,0.494,1.188,54.213,1.442,47.266,1.588,43.895
398.8270478248596,0.499,1.193,54.068,1.447,47.143,1.588,43.895
399.0919337272644,0.503,1.193,54.068,1.447,47.143,1.593,43.781
399.35698223114014,0.503,1.188,54.213,1.437,47.389,1.593,43.781
399.6225142478943,0.499,1.193,54.068,1.437,47.389,1.593,43.781
399.8876874446869,0.489,1.188,54.213,1.447,47.143,1.588,43.895
400.152494430542,0.494,1.183,54.358,1.442,47.266,1.588,43.895
400.4180166721344,0.494,1.193,54.068,1.437,47.389,1.588,43.895
400.68318367004395,0.489,1.188,54.213,1.432,47.513,1.593,43.781
400.9485740661621,0.494,1.188,54.213,1.432,47.513,1.584,44.01
401.2121150493622,0.499,1.183,54.358,1.432,47.513,1.588,43.895
401.47825741767883,0.503,1.188,54.213,1.437,47.389,1.584,44.01
401.7431175708771,0.503,1.193,54.068,1.452,47.02,1.584,44.01
402.008535861969,0.494,1.188,54.213,1.442,47.266,1.584,44.01
402.2741162776947,0.499,1.188,54.213,1.437,47.389,1.584,44.01
402.5394241809845,0.494,1.193,54.068,1.442,47.266,1.598,43.667
402.80393075942993,0.489,1.183,54.358,1.442,47.266,1.598,43.667
403.069846868515,0.494,1.178,54.504,1.442,47.266,1.584,44.01
403.334730386734,0.494,1.173,54.65,1.437,47.389,1.588,43.895
403.59992265701294,0.494,1.178,54.504,1.432,47.513,1.579,44.125
403.8649959564209,0.494,1.188,54.213,1.432,47.513,1.579,44.125
404.129949092865,0.494,1.183,54.358,1.437,47.389,1.579,44.125
404.3955533504486,0.499,1.173,54.65,1.437,47.389,1.584,44.01
404.6606140136719,0.489,1.188,54.213,1.427,47.637,1.574,44.24
404.92497396469116,0.494,1.188,54.213,1.442,47.266,1.584,44.01
405.1902244091034,0.499,1.183,54.358,1.432,47.513,1.588,43.895
405.45574855804443,0.494,1.188,54.213,1.427,47.637,1.579,44.125
405.7210566997528,0.494,1.183,54.358,1.442,47.266,1.579,44.125
405.98620533943176,0.489,1.178,54.504,1.437,47.389,1.584,44.01
406.2506375312805,0.494,1.183,54.358,1.432,47.513,1.584,44.01
406.5161793231964,0.494,1.168,54.797,1.422,47.761,1.579,44.125
406.78138422966003,0.489,1.193,54.068,1.432,47.513,1.569,44.355
407.04675006866455,0.503,1.178,54.504,1.437,47.389,1.579,44.125
407.3112750053406,0.503,1.178,54.504,1.427,47.637,1.588,43.895
407.57740664482117,0.494,1.178,54.504,1.432,47.513,1.574,44.24
407.8410828113556,0.494,1.183,54.358,1.437,47.389,1.579,44.125
408.1075620651245,0.494,1.188,54.213,1.427,47.637,1.584,44.01
408.3729887008667,0.494,1.173,54.65,1.427,47.637,1.584,44.01
408.63701701164246,0.489,1.173,54.65,1.437,47.389,1.584,44.01
408.9028263092041,0.489,1.173,54.65,1.427,47.637,1.579,44.125
409.1679494380951,0.494,1.173,54.65,1.432,47.513,1.579,44.125
409.43301367759705,0.494,1.168,54.797,1.413,48.011,1.574,44.24
409.6977663040161,0.494,1.163,54.945,1.417,47.886,1.564,44.471
409.9637484550476,0.494,1.173,54.65,1.422,47.761,1.574,44.24
410.22904419898987,0.494,1.163,54.945,1.422,47.761,1.569,44.355
410.49295806884766,0.499,1.168,54.797,1.417,47.886,1.574,44.24
410.7587380409241,0.494,1.178,54.504,1.417,47.886,1.579,44.125
411.0236818790436,0.489,1.163,54.945,1.437,47.389,1.574,44.24
411.28892612457275,0.499,1.168,54.797,1.432,47.513,1.574,44.24
411.55454540252686,0.489,1.173,54.65,1.417,47.886,1.574,44.24
411.8195056915283,0.499,1.178,54.504,1.427,47.637,1.569,44.355
412.08466029167175,0.479,1.173,54.65,1.422,47.761,1.574,44.24
412.3499903678894,0.494,1.163,54.945,1.422,47.761,1.579,44.125
412.61510968208313,0.503,1.168,54.797,1.413,48.011,1.574,44.24
412.8791735172272,0.499,1.178,54.504,1.422,47.761,1.564,44.471
413.14482164382935,0.494,1.163,54.945,1.417,47.886,1.569,44.355
413.41088032722473,0.484,1.163,54.945,1.417,47.886,1.574,44.24
413.6758632659912,0.494,1.178,54.504,1.417,47.886,1.564,44.471
413.9410345554352,0.508,1.168,54.797,1.413,48.011,1.564,44.471
414.2062556743622,0.489,1.178,54.504,1.422,47.761,1.569,44.355
414.47010231018066,0.499,1.173,54.65,1.417,47.886,1.574,44.24
414.7355625629425,0.494,1.173,54.65,1.427,47.637,1.569,44.355
415.000657081604,0.489,1.163,54.945,1.427,47.637,1.569,44.355
415.26681208610535,0.494,1.173,54.65,1.417,47.886,1.574,44.24
415.5318765640259,0.494,1.168,54.797,1.413,48.011,1.569,44.355
415.79582953453064,0.494,1.173,54.65,1.413,48.011,1.559,44.587
416.0620827674866,0.494,1.173,54.65,1.403,48.262,1.554,44.703
416.3269064426422,0.494,1.173,54.65,1.417,47.886,1.549,44.82
416.5914058685303,0.489,1.178,54.504,1.413,48.011,1.559,44.587
416.8570444583893,0.499,1.163,54.945,1.417,47.886,1.554,44.703
417.1225221157074,0.489,1.188,54.213,1.413,48.011,1.549,44.82
417.38803005218506,0.499,1.163,54.945,1.422,47.761,1.564,44.471
417.6529972553253,0.499,1.178,54.504,1.417,47.886,1.559,44.587
417.9184355735779,0.494,1.168,54.797,1.413,48.011,1.559,44.587
418.18249702453613,0.484,1.168,54.797,1.417,47.886,1.559,44.587
418.44786310195923,0.489,1.163,54.945,1.417,47.886,1.559,44.587
418.71313285827637,0.494,1.168,54.797,1.417,47.886,1.549,44.82
418.97877192497253,0.494,1.173,54.65,1.408,48.137,1.554,44.703
419.24405097961426,0.494,1.173,54.65,1.403,48.262,1.549,44.82
419.5090148448944,0.494,1.173,54.65,1.408,48.137,1.535,45.171
419.77432799339294,0.489,1.173,54.65,1.403,48.262,1.549,44.82
420.0386435985565,0.503,1.168,54.797,1.413,48.011,1.544,44.936
420.3038330078125,0.494,1.178,54.504,1.422,47.761,1.549,44.82
420.56912112236023,0.494,1.178,54.504,1.417,47.886,1.559,44.587
420.83388924598694,0.489,1.173,54.65,1.413,48.011,1.549,44.82
421.0992007255554,0.494,1.178,54.504,1.417,47.886,1.549,44.82
421.3638105392456,0.489,1.178,54.504,1.413,48.011,1.549,44.82
421.6298143863678,0.494,1.173,54.65,1.413,48.011,1.559,44.587
421.8947241306305,0.499,1.163,54.945,1.408,48.137,1.544,44.936
422.1594948768616,0.489,1.183,54.358,1.413,48.011,1.544,44.936
422.4255304336548,0.494,1.173,54.65,1.417,47.886,1.54,45.053
422.6905736923218,0.499,1.178,54.504,1.417,47.886,1.554,44.703
422.9560170173645,0.499,1.188,54.213,1.408,48.137,1.54,45.053
423.22122621536255,0.499,1.183,54.358,1.408,48.137,1.544,44.936
423.48613238334656,0.499,1.183,54.358,1.427,47.637,1.549,44.82
423.7518398761749,0.489,1.183,54.358,1.417,47.886,1.549,44.82
424.01686453819275,0.494,1.178,54.504,1.417,47.886,1.554,44.703
424.28167271614075,0.494,1.183,54.358,1.427,47.637,1.544,44.936
424.5471897125244,0.479,1.183,54.358,1.422,47.761,1.549,44.82
424.81146335601807,0.494,1.183,54.358,1.413,48.011,1.544,44.936
425.07675337791443,0.494,1.183,54.358,1.413,48.011,1.549,44.82
425.3426957130432,0.489,1.183,54.358,1.398,48.389,1.544,44.936
425.60784888267517,0.503,1.178,54.504,1.417,47.886,1.535,45.171
425.87276244163513,0.503,1.188,54.213,1.413,48.011,1.54,45.053
426.13741970062256,0.494,1.193,54.068,1.408,48.137,1.54,45.053
426.4029219150543,0.499,1.193,54.068,1.413,48.011,1.549,44.82
426.6685276031494,0.494,1.197,53.924,1.413,48.011,1.54,45.053
426.9326202869415,0.494,1.193,54.068,1.408,48.137,1.549,44.82
427.19878244400024,0.494,1.193,54.068,1.417,47.886,1.549,44.82
427.4635763168335,0.489,1.188,54.213,1.417,47.886,1.54,45.053
427.72878909111023,0.494,1.188,54.213,1.417,47.886,1.549,44.82
427.99380445480347,0.499,1.183,54.358,1.403,48.262,1.544,44.936
428.2582185268402,0.494,1.183,54.358,1.413,48.011,1.544,44.936
428.52337980270386,0.494,1.183,54.358,1.408,48.137,1.544,44.936
428.7896771430969,0.494,1.183,54.358,1.413,48.011,1.544,44.936
429.0548403263092,0.494,1.178,54.504,1.408,48.137,1.544,44.936
429.31935143470764,0.494,1.183,54.358,1.408,48.137,1.544,44.936
429.5850143432617,0.494,1.178,54.504,1.408,48.137,1.544,44.936
429.8499369621277,0.494,1.178,54.504,1.408,48.137,1.544,44.936
430.1140787601471,0.494,1.178,54.504,1.408,48.137,1.544,44.936
430.380001783371,0.494,1.178,54.504,1.408,48.137,1.544,44.936
430.6456558704376,0.499,1.183,54.358,1.413,48.011,1.544,44.936
430.91082406044006,0.494,1.178,54.504,1.413,48.011,1.549,44.82
