Temps,T1,T2,T3
0.0013619346503979,25.0023036988831,24.9999823253909,24.9999823253909
2.04290197559684,26.0017555360104,24.9771173265095,24.9726922547017
4.08580395119369,26.3491151666737,24.9931914384451,24.9458496256748
6.12870592679053,26.6170327431506,25.0415587295793,24.9222699192789
8.17160790238738,26.8479182254718,25.1065927350169,24.9053663558235
10.2145098779842,27.0532702179927,25.1803096975608,24.897272313389
12.2574118535811,27.2388279736243,25.2585568122695,24.8987052953158
14.3003138291779,27.4083469620408,25.3390534773079,24.9094551147527
16.3432158047748,27.5645396807813,25.4205091594389,24.9288172844725
18.3861177803716,27.7094674181503,25.5021792524742,24.9558726984856
20.4290197559684,27.84475274099,25.5836265292468,24.9896482907538
22.4719217315653,27.9717070874908,25.6645893107151,25.0292022289667
24.5148237071621,28.0914115206185,25.7449075623122,25.0736648014486
26.557725682759,28.2047700832368,25.8244810650201,25.12225445703
28.6006276583558,28.3125465836462,25.9032455351249,25.1742804878417
30.6435296339527,28.4153910526226,25.9811588580736,25.2291389312375
32.6864316095495,28.513859542748,26.0581930540233,25.286305367167
34.7293335851464,28.6084294702068,26.1343295101134,25.3453266150788
36.7722355607432,28.6995118472306,26.2095560873335,25.4058123846722
38.81513753634,28.7874612542585,26.2838653129919,25.4674274025684
40.8580395119369,28.8725841046421,26.3572532099276,25.5298842434246
42.9009414875337,28.9551455759307,26.4297185058975,25.5929369358396
44.9438434631306,29.0353754714201,26.5012620755029,25.6563753313773
46.9867454387274,29.1134732055857,26.571886528892,25.7200201853698
49.0296474143243,29.1896120609815,26.6415958967151,25.7837188817432
51.0725493899211,29.2639428327074,26.7103953809917,25.8473417300654
53.115451365518,29.3365969541335,26.7782911531822,25.9107787653238
55.1583533411148,29.4076891809398,26.845290187532,25.9739369862273
57.2012553167116,29.477319897751,26.9114001217661,26.0367379742622
59.2441572923085,29.5455771015224,26.9766291396361,26.0991158423419
61.2870592679053,29.612538107612,27.0409858713288,26.1610154682094
63.3299612435022,29.6782710176961,27.1044793087153,26.2223909735214
65.372863219099,29.7428359830091,27.1671187330768,26.2832044147273
67.4157651946959,29.8062862915906,27.2289136533981,26.3434246564252
69.4586671702927,29.8686693041658,27.2898737536632,26.4030264018772
71.5015691458896,29.9300272598017,27.3500088478427,26.4619893588381
73.5444711214864,29.9903979695185,27.4093288414716,26.5202975218759
75.5873730970832,30.0498154134806,27.4678436988755,26.5779385549654
77.6302750726801,30.1083102552232,27.5255634152506,26.6349032603892
79.6731770482769,30.1659102844633,27.5824979929095,26.6911851219193
81.7160790238738,30.2226407984659,27.6386574211067,26.7467799119275
83.7589809994706,30.2785249305114,27.6940516589411,26.8016853535129
85.8018829750675,30.3335839328447,27.7486906209004,26.8559008299765
87.8447849506643,30.3878374204434,27.8025841646768,26.9094271350436
89.8876869262612,30.4413035810631,27.855742080932,26.9622662581462
91.930588901858,30.4939993562553,27.9081740847398,27.0144211998823
93.9734908774549,30.5459405974024,27.9598898084634,27.065895813439
96.0163928530517,30.5971422002475,28.01089879587,27.1166946683568
98.0592948286485,30.6476182209119,28.0612104973031,27.1668229335233
100.102196804245,30.6973819759799,28.1108342657628,27.2162862767058
102.145098779842,30.7464461288644,28.1597793537647,27.265090778321
104.188000755439,30.7948227643658,28.2080549108655,27.3132428574498
106.230902731036,30.8425234530654,28.2556699817582,27.3607492083915
108.273804706633,30.8895593069649,28.3026335048571,27.4076167462779
110.31670668223,30.9359410275928,28.3489543112987,27.4538525604939
112.359608657826,30.9816789476221,28.3946411243004,27.4994638748017
114.402510633423,31.0267830668991,28.4397025588157,27.5444580132385
116.44541260902,31.0712630836646,28.4841471214558,27.5888423709729
118.488314584617,31.1151284216313,28.5279832106277,27.6326243894393
120.531216560214,31.1583882534884,28.5712191168556,27.6758115351365
122.574118535811,31.2010515213361,28.6138630232608,27.7184112815811
124.617020511408,31.243126954473,28.6559230061767,27.7604310939854
126.659922487004,31.2846230848931,28.6974070358694,27.8018784162559
128.702824462601,31.3255482608275,28.738322977358,27.8427606600044
130.745726438198,31.3659106585813,28.7786785913075,27.883085195282
132.788628413795,31.4057182929144,28.8184815349865,27.9228593427875
134.831530389392,31.4449790261597,28.8577393632806,27.9620903673568
136.874432364989,31.4837005762537,28.8964595297433,28.0007854725324
138.917334340585,31.5218905238297,28.9346493876849,28.0389517960814
140.960236316182,31.5595563185015,28.9723161912884,28.0765964063083
143.003138291779,31.5967052844437,29.0094670967423,28.1137262990612
145.046040267376,31.6333446253761,29.0461091633954,28.1503483953326
147.088942242973,31.6694814290115,29.0822493549138,28.1864695393551
149.13184421857,31.7051226710676,29.1178945404536,28.2220964971441
151.174746194166,31.740275218876,29.1530514958329,28.2572359554023
153.217648169763,31.7749458346537,29.1877269047026,28.291894520741
155.26055014536,31.8091411784866,29.2219273597221,28.3260787191803
157.303452120957,31.8428678110513,29.2556593637269,28.3597949958648
159.346354096554,31.8761321961149,29.2889293308891,28.3930497149873
161.389256072151,31.908940702847,29.3217435878791,28.4258491598814
163.432158047748,31.9412996079596,29.3541083750112,28.4581995332402
165.475060023344,31.9732150977001,29.3860298473851,28.4901069574695
167.517961998941,32.0046932697122,29.4175140760167,28.5215774751371
169.560863974538,32.0357401347932,29.4485670489558,28.5526170494967
171.603765950135,32.0663616185446,29.4791946723992,28.583231565108
173.646667925732,32.0965635629422,29.5094027717868,28.6134268284799
175.689569901329,32.1263517278142,29.5391970928848,28.6432085688025
177.732471876925,32.155731792271,29.5685833028682,28.6725824386781
179.775373852522,32.1847093560664,29.597566991368,28.7015540149251
181.818275828119,32.213289940892,29.6261536715378,28.7301287993691
183.861177803716,32.2414789916457,29.6543487810742,28.7583122196939
185.904079779313,32.2692818776459,29.6821576832538,28.7861096302688
187.94698175491,32.2967038937938,29.7095856679363,28.8135263130261
189.989883730507,32.3237502617301,29.7366379525656,28.8405674783106
192.032785706103,32.3504261309262,29.7633196831578,28.8672382657697
194.0756876817,32.3767365797716,29.7896359352688,28.8935437452128
196.118589657297,32.402686616622,29.815591714964,28.919488917504
198.161491632894,32.4282811808188,29.8411919597533,28.9450787154225
200.204393608491,32.4535251437028,29.8664415395434,28.9703180045518
202.247295584088,32.4784233095777,29.8913452575421,28.9952115841334
204.290197559684,32.5029804166911,29.9159078511892,29.0197641879487
206.333099535281,32.5272011381524,29.9401339930353,29.043980485159
208.376001510878,32.5510900828797,29.9640282916488,29.0678650811802
