Temps,T1,T2,T3
0.0013619346503979,25.001143012137,24.9999823253909,24.9999823253909
2.04290197559684,25.4873345689876,24.9746992834051,24.9726916686278
4.08580395119369,25.647435708501,24.969335326211,24.9456627789178
6.12870592679053,25.7680114860594,24.9802798052659,24.9204778523138
8.17160790238738,25.8702763084945,24.9997056731145,24.8988426030861
10.2145098779842,25.959969525466,25.0236305543804,24.8818106369947
12.2574118535811,26.0399521248901,25.0499848558783,24.8697305695213
14.3003138291779,26.1120956190338,25.0776314634695,24.8624902606953
16.3432158047748,26.1777516541198,25.1059259670653,24.859732396777
18.3861177803716,26.2379472428163,25.1344955652556,24.8609935263636
20.4290197559684,26.2934906103699,25.1631203799622,24.8657839057696
22.4719217315653,26.3450347596879,25.1916678816338,24.8736298155856
24.5148237071621,26.3931177150359,25.2200561326613,24.8840938431143
26.557725682759,26.4381891232522,25.2482329845025,24.8967828099437
28.6006276583558,26.4806286026491,25.2761642012327,24.9113490603126
30.6435296339527,26.520758946257,25.3038266127263,24.9274883815563
32.6864316095495,26.5588560068562,25.3312041179976,24.9449363851584
34.7293335851464,26.5951563593291,25.3582853129332,24.9634643449436
36.7722355607432,26.6298634118273,25.3850620501889,24.9828750164128
38.81513753634,26.6631523887892,25.4115285389572,25.0029986964585
40.8580395119369,26.6951744613783,25.4376807614274,25.0236896366832
42.9009414875337,26.7260602118671,25.4635160783791,25.0448228449118
44.9438434631306,26.7559225635309,25.4890329505002,25.0662912687179
46.9867454387274,26.7848592727038,25.5142307327822,25.0880033351022
49.0296474143243,26.8129550566929,25.539109516867,25.1098808123386
51.0725493899211,26.8402834155536,25.563670006254,25.1318569580189
53.115451365518,26.8669081945368,25.5879134150521,25.1538749185146
55.1583533411148,26.8928849257224,25.6118413843416,25.1758863477376
57.2012553167116,26.9182619809681,25.6354559121951,25.1978502162939
59.2441572923085,26.9430815632457,25.6587592946212,25.2197317854478
61.2870592679053,26.9673805593302,25.681754075434,25.2415017234797
63.3299612435022,26.9911912734182,25.7044430035457,25.2631353448878
65.372863219099,27.0145420584119,25.7268289965007,25.284611955483
67.4157651946959,27.0374578592152,25.7489151092951,25.3059142887552
69.4586671702927,27.0599606803492,25.770704507704,25.3270280207878
71.5015691458896,27.0820699884625,25.7922004454543,25.3479413528686
73.5444711214864,27.10380305882,25.8134062447014,25.3686446523266
75.5873730970832,27.1251752735911,25.8343252793302,25.3891301435195
77.6302750726801,27.1462003786542,25.8549609606919,25.4093916419857
79.6731770482769,27.1668907047027,25.8753167254245,25.4294243257209
81.7160790238738,27.1872573576302,25.8953960250653,25.4492245384446
83.7589809994706,27.2073103824681,25.9152023172113,25.4687896203728
85.8018829750675,27.2270589045729,25.9347390580015,25.488117762654
87.8447849506643,27.2465112512257,25.9540096957407,25.5072078822059
89.8876869262612,27.2656750563714,25.9730176654946,25.526059514075
