Temps,T1,T2,T3,Puissance
0.0013619346503979,24.9976609518986,24.9999823253909,24.9999823253909,-0.8
2.04290197559684,23.9440716679194,24.9674451540923,24.9726899104062,-0.8
4.08580395119369,23.542397333983,24.8977669895083,24.945102238647,-0.8
6.12870592679053,23.2209477147859,24.7964430323255,24.9151016514186,-0.8
8.17160790238738,22.9373505575631,24.6790444874076,24.8792713448739,-0.8
10.2145098779842,22.6800674478865,24.5535931248395,24.835425607812,-0.8
12.2574118535811,22.4433245786872,24.424268986705,24.7828063921376,-0.8
14.3003138291779,22.2233415900131,24.2933654219539,24.7215956985226,-0.8
16.3432158047748,22.0173875741356,24.1621763899438,24.6524777336908,-0.8
18.3861177803716,21.8233867168141,24.0314445036,24.5763560099979,-0.8
20.4290197559684,21.6397042185097,23.9016019321085,24.494190750818,-0.8
22.4719217315653,21.4650177762791,23.7729035943908,24.4069125754428,-0.8
24.5148237071621,21.2982362982881,23.6455018437094,24.3153809681119,-0.8
26.557725682759,21.1384462432983,23.5194887429505,24.2203678686848,-0.8
28.6006276583558,20.9848746596575,23.394920199557,24.1225547777258,-0.8
30.6435296339527,20.8368626271606,23.271829876685,24.0225367325133,-0.8
32.6864316095495,20.6938453991805,23.1502373099215,23.920829439134,-0.8
34.7293335851464,20.5553370266965,23.0301527213931,23.8178775345388,-0.8
36.7722355607432,20.4209181056176,22.9115799387563,23.7140629116352,-0.8
38.81513753634,20.2902257923816,22.7945182168543,23.6097125781279,-0.8
40.8580395119369,20.1629455315876,22.6789634159273,23.5051058164584,-0.8
42.9009414875337,20.0388041196767,22.5649087958246,23.4004805721285,-0.8
44.9438434631306,19.9175638398636,22.4523455754924,23.2960390807394,-0.8
46.9867454387274,19.7990174740576,22.3412633444517,23.1919527843,-0.8
49.0296474143243,19.6829840438264,22.2316503773222,23.0883666041275,-0.8
51.0725493899211,19.569305164091,22.1234938820408,22.9854026418832,-0.8
53.115451365518,19.4578419157453,22.016780200662,22.8831633780935,-0.8
55.1583533411148,19.3484721600687,21.9114949747702,22.7817344322755,-0.8
57.2012553167116,19.2410882306174,21.8076232834829,22.6811869423917,-0.8
59.2441572923085,19.1355949484139,21.7051497595775,22.5815796147676,-0.8
61.2870592679053,19.0319079144847,21.6040586877502,22.4829604892951,-0.8
63.3299612435022,18.9299520405843,21.5043340880371,22.3853684589864,-0.8
65.372863219099,18.8296602846202,21.4059597867724,22.2888345777553,-0.8
67.4157651946959,18.7309725620884,21.3089194769874,22.1933831857453,-0.8
69.4586671702927,18.6338348088991,21.2131967698275,22.0990328775206,-0.8
71.5015691458896,18.5381981744432,21.1187752382897,22.0057973349599,-0.8
73.5444711214864,18.4440183267242,21.0256384543901,21.9136860436771,-0.8
75.5873730970832,18.3512548539224,20.9337700206944,21.8227049091854,-0.8
77.6302750726801,18.2598707489495,20.8431535970181,21.7328567867753,-0.8
79.6731770482769,18.1698319654243,20.7537729229704,21.6441419371249,-0.8
81.7160790238738,18.0811070351243,20.6656118369411,21.556558418,-0.8
83.7589809994706,17.9936667383369,20.5786542920225,21.4701024209521,-0.8
85.8018829750675,17.9074838197568,20.4928843693079,21.3847685606858,-0.8
87.8447849506643,17.8225327435728,20.4082862889322,21.3005501236966,-0.8
89.8876869262612,17.7387894823002,20.3248444191817,21.21743928186,-0.8
91.930588901858,17.6562313346481,20.2425432839403,21.1354272758624,-0.8
93.9734908774549,17.5748367683908,20.1613675687154,21.0545045726838,-0.8
96.0163928530517,17.494585284756,20.0813021254422,20.9746610007498,-0.8
98.0592948286485,17.4154573013423,20.0023319762468,20.8958858658758,-0.8
100.102196804245,17.3374340509835,19.9244423163132,20.8181680506806,-0.8
102.145098779842,17.2604974943446,19.8476185159877,20.7414960997818,-0.8
104.188000755439,17.1846302443417,19.7718461222299,20.6658582927569,-0.8
106.230902731036,17.1098155007396,19.6971108595081,20.5912427065837,-0.8
108.273804706633,17.0360369935165,19.6233986302212,20.5176372690254,-0.8
110.31670668223,16.9632789337778,19.5506955147143,20.4450298042356,-0.8
112.359608657826,16.8915259711701,19.4789877709553,20.3734080716634,-0.8
114.402510633423,16.8207631568959,19.4082618339189,20.3027597992022,-0.8
116.44541260902,16.750975911554,19.3385043147283,20.2330727113882,-0.8
118.488314584617,16.6821499971333,19.2697019995882,20.1643345533452,-0.8
120.531216560214,16.6142714925886,19.2018418485449,20.0965331110634,-0.8
122.574118535811,16.5473267725077,19.134910994104,20.0296562285452,-0.8
124.617020511408,16.4813024884301,19.0688967397252,19.9636918222382,-0.8
126.659922487004,16.4161855524723,19.0037865582213,19.8986278931563,-0.8
128.702824462601,16.3519631229179,18.9395680900715,19.8344525370006,-0.8
130.745726438198,16.2886225915291,18.8762291416745,19.7711539525766,-0.8
132.788628413795,16.2261515723193,18.8137576835452,19.7087204487333,-0.8
134.831530389392,16.1645378916056,18.7521418484732,19.6471404500534,-0.8
136.874432364989,16.1037695791573,18.6913699296479,19.586402501455,-0.8
138.917334340585,16.0438348602931,18.6314303787615,19.5264952718688,-0.8
140.960236316182,15.9847221488012,18.572311804097,19.467407557127,-0.8
143.003138291779,15.9264200405694,18.5140029686049,19.4091282821701,-0.8
145.046040267376,15.8689173078301,18.4564927879771,19.3516465026722,-0.8
147.088942242973,15.8122028939377,18.3997703287176,19.2949514061754,-0.8
149.13184421857,15.7562659086111,18.3438248062201,19.2390323127937,-0.8
151.174746194166,15.7010956235754,18.2886455828494,19.1838786755695,-0.8
153.217648169763,15.6466814685539,18.2342221660336,19.1294800805074,-0.8
155.26055014536,15.5930130275673,18.1805442063683,19.0758262463643,-0.8
157.303452120957,15.5400800354894,18.1276014957319,19.0229070242016,-0.8
159.346354096554,15.4878723748474,18.0753839654182,18.9707123967697,-0.8
161.389256072151,15.4363800728136,18.0238816842833,18.9192324777202,-0.8
163.432158047748,15.3855932983788,17.9730848569122,18.8684575106939,-0.8
165.475060023344,15.3355023596872,17.9229838218012,18.8183778682964,-0.8
167.517961998941,15.286097701502,17.8735690495611,18.7689840509862,-0.8
169.560863974538,15.2373699027956,17.8248311411387,18.7202666858818,-0.8
171.603765950135,15.1893096744483,17.7767608260589,18.6722165255082,-0.8
173.646667925732,15.1419078570428,17.7293489606866,18.6248244464967,-0.8
175.689569901329,15.0951554187434,17.6825865265092,18.5780814482397,-0.8
177.732471876925,15.0490434532551,17.6364646284408,18.5319786515183,-0.8
179.775373852522,15.0035631778488,17.5909744931463,18.486507297107,-0.8
